term,cur,prev,diff,ma7,z_like,total
퀄컴,20,7,13,4.0,5.333,38
구글,14,5,9,4.0,3.333,63
양산,15,13,2,4.571,3.323,54
qled,6,0,6,0.857,2.67,19
갤럭시,9,2,7,2.857,2.283,120
메타,6,4,2,1.429,2.082,22
스마트폰,9,4,5,3.286,2.032,102
고성능,4,0,4,0.571,1.953,14
lg전자,14,8,6,7.143,1.867,292
엔비디아,10,1,9,4.571,1.73,165
lcd,9,5,4,4.143,1.6,47
nvidia,3,0,3,0.429,1.554,6
샤오미,3,0,3,0.857,1.113,48
노트북,8,6,2,4.571,1.093,142
디스플레이,10,5,5,6.286,1.059,186
amd,4,6,-2,1.714,0.99,29
맥북,2,0,2,0.429,0.95,18
tv,8,10,-2,5.0,0.927,195
인텔,3,2,1,1.143,0.898,30
boe,4,2,2,2.0,0.828,32
ltpo,1,0,1,0.143,0.622,1
서피스,1,0,1,0.143,0.622,1
알파벳,1,0,1,0.143,0.622,4
올레드,1,0,1,0.143,0.622,7
원익ips,1,0,1,0.143,0.622,1
아이폰,10,4,6,7.857,0.563,285
모니터,5,7,-2,3.571,0.494,167
dell,1,0,1,0.286,0.465,13
아이패드,1,0,1,0.286,0.465,10
하이센스,1,0,1,0.286,0.465,13
생산량,1,1,0,0.286,0.465,2
화웨이,1,1,0,0.429,0.345,45
auo,1,2,-1,0.429,0.345,3
고휘도,1,2,-1,0.429,0.345,5
벤큐,1,2,-1,0.429,0.345,17
애플,8,6,2,7.0,0.274,405
xr,4,2,2,3.286,0.254,90
모바일,1,1,0,0.571,0.244,42
공급망,1,1,0,1.0,0.0,58
삼성디스플레이,2,0,2,2.143,-0.058,71
oled,12,40,-28,12.286,-0.063,305
tsmc,1,1,0,1.143,-0.069,12
hp,1,1,0,2.0,-0.414,39
lg디스플레이,5,21,-16,6.714,-0.477,93
sk하이닉스,1,3,-2,2.429,-0.558,56
삼성전자,3,15,-12,5.857,-0.835,397
폴더블,4,4,0,7.286,-0.888,298
