org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,82.2527,0.2319,0.7992,82.2527
AMD,3,31.4787,0.0303,0.3059,31.4787
AMD,6,31.1916,0.0293,0.3031,31.1916
AMD,2,21.0175,0.0162,0.2042,21.0175
AMD,8,19.7492,0.0653,0.1919,19.7492
AMD,7,17.1831,0.0139,0.1670,17.1831
AMD,10,17.1831,0.0175,0.1670,17.1831
AMD,9,12.4766,0.0130,0.1212,12.4766
AMD,5,9.9146,0.0080,0.0963,9.9146
AMD,1,9.8082,0.0067,0.0953,9.8082
AMD,11,7.9631,0.0150,0.0774,7.9631
AMD,4,5.2152,0.0179,0.0507,5.2152
AUO,7,30.0704,0.0243,0.5334,30.0704
AUO,1,25.9215,0.0178,0.4598,25.9215
AUO,2,21.7180,0.0168,0.3852,21.7180
AUO,9,18.0218,0.0188,0.3197,18.0218
AUO,5,16.9964,0.0138,0.3015,16.9964
AUO,6,15.9424,0.0150,0.2828,15.9424
AUO,10,10.7394,0.0109,0.1905,10.7394
AUO,3,8.7848,0.0085,0.1558,8.7848
AUO,11,7.9631,0.0150,0.1413,7.9631
AUO,8,2.5760,0.0085,0.0457,2.5760
BMW,7,11.4554,0.0092,0.5016,11.4554
BMW,10,8.5915,0.0087,0.3762,8.5915
BMW,2,7.7064,0.0059,0.3374,7.7064
BMW,6,7.6246,0.0072,0.3339,7.6246
BMW,9,7.6246,0.0080,0.3339,7.6246
BMW,1,7.0058,0.0048,0.3068,7.0058
BMW,5,6.3737,0.0052,0.2791,6.3737
BMW,8,6.0106,0.0199,0.2632,6.0106
BMW,3,2.9283,0.0028,0.1282,2.9283
BMW,4,2.0861,0.0071,0.0913,2.0861
BMW,11,1.4478,0.0027,0.0634,1.4478
BOE,1,91.0757,0.0625,0.5011,91.0757
BOE,5,76.4840,0.0620,0.4208,76.4840
BOE,7,63.7206,0.0514,0.3506,63.7206
BOE,6,60.3038,0.0566,0.3318,60.3038
BOE,2,59.5495,0.0459,0.3276,59.5495
BOE,10,55.1291,0.0560,0.3033,55.1291
BOE,9,45.7477,0.0478,0.2517,45.7477
BOE,3,38.0673,0.0366,0.2094,38.0673
BOE,11,30.4046,0.0574,0.1673,30.4046
BOE,8,11.1626,0.0369,0.0614,11.1626
BOE,4,4.1722,0.0143,0.0230,4.1722
BYD,10,12.1714,0.0124,0.5170,12.1714
BYD,1,11.2093,0.0077,0.4762,11.2093
BYD,6,8.3178,0.0078,0.3533,8.3178
BYD,7,7.8756,0.0064,0.3345,7.8756
BYD,2,7.0058,0.0054,0.2976,7.0058
BYD,9,5.5452,0.0058,0.2356,5.5452
BYD,8,5.1520,0.0170,0.2189,5.1520
BYD,5,4.9573,0.0040,0.2106,4.9573
BYD,3,3.6603,0.0035,0.1555,3.6603
BYD,11,1.4478,0.0027,0.0615,1.4478
BYD,0,1.2852,0.0036,0.0546,1.2852
BYD,4,1.0430,0.0036,0.0443,1.0430
CES,7,2.1479,0.0017,0.4275,2.1479
CES,5,2.1246,0.0017,0.4229,2.1246
CES,1,2.1017,0.0014,0.4183,2.1017
CES,2,2.1017,0.0016,0.4183,2.1017
CES,6,1.3863,0.0013,0.2759,1.3863
CES,9,1.3863,0.0014,0.2759,1.3863
CES,0,1.2852,0.0036,0.2558,1.2852
CES,8,0.8587,0.0028,0.1709,0.8587
CES,3,0.7321,0.0007,0.1457,0.7321
CES,10,0.7160,0.0007,0.1425,0.7160
CSOT,1,53.2442,0.0366,0.5851,53.2442
CSOT,5,46.0320,0.0373,0.5058,46.0320
CSOT,10,30.0704,0.0306,0.3304,30.0704
CSOT,2,24.5204,0.0189,0.2694,24.5204
CSOT,7,23.6267,0.0191,0.2596,23.6267
CSOT,3,19.0336,0.0183,0.2092,19.0336
CSOT,6,18.7150,0.0176,0.2057,18.7150
