term,cur,prev,diff,total,ma7,z_like
고효율,2,0,2,14,0.429,0.95
기아,1,0,1,18,0.143,0.622
xr,3,2,1,64,1.857,0.484
증착,1,0,1,2,0.286,0.465
설비투자,1,0,1,5,0.286,0.465
vr,1,1,0,20,0.286,0.465
선익시스템,1,0,1,21,0.286,0.465
원익ips,1,1,0,6,0.429,0.345
아마존,1,0,1,11,0.429,0.345
byd,1,0,1,15,0.571,0.244
갤럭시,3,0,3,76,2.429,0.223
sk하이닉스,3,2,1,63,2.571,0.165
맥북,1,0,1,20,0.857,0.074
boe,1,1,0,28,0.857,0.074
ar,1,0,1,41,1.429,-0.195
lg전자,4,1,3,231,5.143,-0.35
노트북,2,1,1,113,3.286,-0.457
tv,4,3,1,362,5.571,-0.468
삼성디스플레이,1,0,1,57,2.571,-0.604
폴더블,1,1,0,53,2.857,-0.69
