term,cur,prev,diff,ma7,z_like,total
삼성디스플레이,21,0,21,3.286,6.298,109
그램,16,0,16,2.286,5.46,18
oled,43,7,36,16.857,5.12,336
양산,8,1,7,1.714,2.722,23
tcl,8,0,8,2.143,2.377,24
갤럭시,4,1,3,1.0,1.5,84
tv,15,8,7,9.857,1.242,302
아마존,2,0,2,0.286,1.117,8
픽셀,2,0,2,0.429,0.95,3
아이폰,5,1,4,2.571,0.933,82
올레드,2,0,2,0.571,0.814,19
lcd,1,0,1,0.143,0.622,44
퀀텀닷,1,0,1,0.143,0.622,2
지멘스,1,1,0,0.286,0.465,2
boe,1,0,1,0.857,0.074,57
sk하이닉스,1,0,1,0.857,0.074,40
폴더블,2,1,1,2.429,-0.168,92
현대모비스,1,2,-1,1.429,-0.195,65
애플,3,2,1,3.857,-0.289,164
스마트폰,2,1,1,2.857,-0.319,108
노트북,2,8,-6,3.0,-0.366,102
모바일,1,1,0,3.143,-0.773,69
lg전자,7,6,1,12.0,-1.12,323
디스플레이,1,16,-15,5.429,-1.33,199
lg디스플레이,1,4,-3,5.571,-1.36,139
모니터,3,1,2,10.143,-1.707,188
삼성전자,4,14,-10,15.714,-2.36,446
