term,cur,prev,diff,ma7,z_like,total
디스플레이,13,4,9,7.857,1.352,189
구글,8,1,7,4.429,1.15,72
bmw,1,0,1,0.143,0.622,18
hud,1,0,1,0.143,0.622,2
세미파이브,1,0,1,0.143,0.622,2
소니,1,0,1,0.143,0.622,7
현대자동차,1,0,1,0.143,0.622,1
lcd,2,0,2,0.857,0.593,24
tcl,1,0,1,0.286,0.465,11
ar,4,9,-5,2.857,0.425,50
공급망,1,0,1,0.429,0.345,22
양산,1,0,1,0.571,0.244,25
올레드,1,0,1,0.571,0.244,13
고성능,1,0,1,0.714,0.155,26
퀄컴,2,0,2,1.714,0.124,37
인텔,1,0,1,1.286,-0.134,52
노트북,2,0,2,2.714,-0.27,97
아이폰,1,2,-1,1.857,-0.363,68
모니터,4,1,3,5.429,-0.429,97
현대모비스,3,3,0,4.429,-0.46,63
tv,5,5,0,6.857,-0.513,204
xr,1,1,0,3.0,-0.732,96
lg전자,7,4,3,10.571,-0.84,273
애플,1,3,-2,5.429,-1.33,211
삼성전자,3,5,-2,8.143,-1.335,363
스마트폰,1,5,-4,6.429,-1.535,99
oled,1,1,0,8.714,-1.952,279
