term,cur,prev,diff,ma7,z_like,total
sk하이닉스,3,4,-1,1.571,0.634,55
애플워치,1,0,1,0.143,0.622,4
한미반도체,1,0,1,0.143,0.622,12
벤츠,1,0,1,0.286,0.465,41
수율,1,0,1,0.286,0.465,14
카카오,1,0,1,0.286,0.465,34
벤큐,2,0,2,1.143,0.414,13
xr,5,6,-1,3.857,0.386,83
vr,1,1,0,0.429,0.345,14
퀄컴,1,0,1,0.571,0.244,21
ar,1,0,1,0.857,0.074,59
kaist,1,0,1,0.857,0.074,23
4k,1,0,1,1.143,-0.069,14
인텔,1,0,1,1.714,-0.309,24
tv,5,13,-8,6.571,-0.441,229
스마트폰,2,3,-1,4.143,-0.706,92
노트북,1,1,0,3.429,-0.852,125
폴더블,9,7,2,14.857,-1.207,277
lg전자,2,1,1,6.286,-1.222,307
모니터,1,9,-8,5.286,-1.299,169
애플,14,22,-8,21.571,-1.341,399
삼성전자,2,9,-7,6.857,-1.342,509
디스플레이,1,4,-3,5.714,-1.39,205
레노버,1,1,0,6.0,-1.449,127
아이폰,7,20,-13,16.571,-1.888,227
