term,cur,diff,z_like
tcl,25,24,7.27
디스플레이,29,18,5.56
tv,40,22,5.43
삼성디스플레이,15,15,4.91
boe,14,14,4.39
oled,23,12,3.56
양산,7,6,2.41
선익시스템,6,5,2.35
삼성전자,18,8,1.83
한화솔루션,3,3,1.55
