term,cur,prev,diff,ma7,z_like,total
tcl,25,1,24,3.714,7.272,129
디스플레이,29,11,18,7.857,5.559,223
tv,40,18,22,14.143,5.431,372
삼성디스플레이,15,0,15,2.429,4.914,70
boe,14,0,14,2.571,4.39,39
oled,23,11,12,8.857,3.557,274
양산,7,1,6,1.571,2.409,66
선익시스템,6,1,5,1.143,2.348,28
lg전자,14,25,-11,7.0,1.92,241
삼성전자,18,10,8,10.286,1.834,410
한화솔루션,3,0,3,0.429,1.554,10
모니터,6,0,6,2.286,1.479,74
tsmc,2,0,2,0.286,1.117,15
고성능,2,0,2,0.286,1.117,27
아이패드,2,0,2,0.286,1.117,10
fhd,3,0,3,0.857,1.113,6
노트북,6,3,3,3.0,1.098,100
메타,2,0,2,0.429,0.95,24
qled,2,1,1,0.429,0.95,4
lg디스플레이,2,0,2,0.571,0.814,117
asus,1,0,1,0.143,0.622,16
jdi,1,0,1,0.143,0.622,1
벤츠,1,0,1,0.143,0.622,42
생산능력,1,0,1,0.143,0.622,4
샤오미,1,0,1,0.143,0.622,3
세미파이브,1,0,1,0.143,0.622,10
스마트워치,1,0,1,0.143,0.622,1
퓨리오사,1,0,1,0.143,0.622,2
스마트폰,4,2,2,2.429,0.614,78
바이두,1,1,0,0.286,0.465,2
애플,10,13,-3,8.286,0.442,177
아마존,2,5,-3,1.143,0.414,18
hp,1,0,1,0.429,0.345,53
설비투자,1,0,1,0.429,0.345,5
byd,1,0,1,0.571,0.244,17
lcd,1,0,1,0.571,0.244,55
아이폰,2,1,1,1.571,0.19,63
구글,2,5,-3,1.714,0.124,49
ar,2,3,-1,1.857,0.06,48
xr,2,5,-3,1.857,0.06,67
sk하이닉스,1,0,1,1.429,-0.195,51
맥북,1,0,1,1.571,-0.254,25
엔비디아,1,0,1,1.714,-0.309,52
vr,1,3,-2,1.857,-0.363,24
폴더블,1,1,0,2.0,-0.414,50
갤럭시,1,6,-5,3.286,-0.813,83
