keyword,score
삼성,0.6458630382166731
애플,0.5626484808174049
디스플레이,0.5544810795242602
패널,0.5480106438040051
메타,0.5154230651747791
중국,0.5100404774188826
1위,0.4617391975625471
6세대,0.37447486341129027
청소,0.37216816225561455
장비,0.36852902976722435
구글,0.35921311394088073
마이크,0.33628074025193266
아이폰,0.3199523571637346
브레이커스,0.31108600009807663
업종,0.31094159257169324
경쟁,0.3102451375143181
OLED,0.3062187043762559
게임,0.286117059386508
제트,0.28179181983235485
반도체,0.2731647568836308
