term,cur,prev,diff,ma7,z_like,total
애플,14,6,8,5.714,2.444,204
hp,11,15,-4,3.857,2.41,85
레노버,5,0,5,2.0,1.243,36
갤럭시,5,2,3,2.143,1.16,66
퀄컴,2,0,2,0.429,0.95,20
수율,2,1,1,0.429,0.95,8
boe,3,2,1,1.143,0.898,19
맥북,3,3,0,1.143,0.898,15
vr,2,1,1,0.571,0.814,19
모바일,3,1,2,1.286,0.803,35
기아,3,1,2,1.429,0.716,27
byd,1,0,1,0.143,0.622,10
노키아,1,0,1,0.143,0.622,2
씽크패드,1,0,1,0.143,0.622,2
오포,1,0,1,0.143,0.622,2
원익ips,1,0,1,0.143,0.622,1
oled,7,3,4,5.143,0.568,289
삼성디스플레이,1,0,1,0.286,0.465,38
샤오미,1,0,1,0.286,0.465,9
사이니지,1,0,1,0.429,0.345,17
lg디스플레이,2,1,1,1.429,0.26,104
양산,2,1,1,1.429,0.26,20
dell,1,0,1,0.571,0.244,9
폴더블,3,0,3,2.429,0.223,66
메타,2,1,1,1.571,0.19,27
현대모비스,1,1,0,0.714,0.155,8
amd,1,2,-1,0.714,0.155,18
게이밍모니터,1,0,1,0.857,0.074,6
ar,1,1,0,0.857,0.074,30
아이폰,1,0,1,1.0,0.0,49
sk하이닉스,1,1,0,1.429,-0.195,39
엔비디아,4,6,-2,4.857,-0.268,107
xr,3,7,-4,3.857,-0.289,111
스마트폰,3,4,-1,4.143,-0.377,88
공급망,1,0,1,2.571,-0.604,54
tv,5,10,-5,8.714,-0.94,329
디스플레이,2,7,-5,5.143,-0.962,224
노트북,1,4,-3,3.857,-0.964,140
lg전자,3,9,-6,9.143,-1.527,239
모니터,4,15,-11,10.857,-1.597,140
삼성전자,17,31,-14,29.0,-1.879,690
구글,1,4,-3,9.0,-2.0,114
