term,cur,prev,diff,ma7,z_like,total
모바일,10,0,10,2.143,3.189,41
구글,8,1,7,1.571,2.853,51
삼성전자,35,20,15,22.143,2.253,665
스마트폰,8,1,7,2.571,2.085,91
oled,20,19,1,11.143,2.042,381
4k,4,1,3,0.857,1.632,17
레노버,3,1,2,0.714,1.239,37
선익시스템,2,0,2,0.286,1.117,9
증착기,2,0,2,0.286,1.117,6
인텔,5,1,4,2.429,1.005,55
노트북,7,4,3,4.0,1.0,134
sk하이닉스,2,1,1,0.571,0.814,44
hp,3,2,1,1.429,0.716,76
퀄컴,2,1,1,0.714,0.697,21
boe,2,2,0,0.714,0.697,14
csot,1,0,1,0.143,0.622,1
galaxy,1,0,1,0.143,0.622,1
ppi,1,0,1,0.143,0.622,1
qled,1,0,1,0.143,0.622,2
woled,1,0,1,0.143,0.622,2
설비투자,1,0,1,0.143,0.622,3
잉크젯,1,0,1,0.143,0.622,1
현대모비스,1,0,1,0.143,0.622,3
lg전자,10,16,-6,7.714,0.605,221
갤럭시,3,2,1,1.714,0.557,62
벤큐,2,5,-3,1.0,0.5,13
엔비디아,4,1,3,2.714,0.486,94
사이니지,1,0,1,0.286,0.465,5
하이센스,1,0,1,0.286,0.465,8
tv,11,6,5,9.286,0.424,441
폴더블,4,9,-5,3.0,0.366,118
byd,1,0,1,0.429,0.345,13
xr,4,2,2,3.286,0.254,116
asus,1,1,0,0.714,0.155,16
tcl,1,3,-2,0.857,0.074,26
amd,1,0,1,1.0,0.0,17
ar,2,2,0,2.0,0.0,32
공급망,2,3,-1,2.143,-0.058,53
소니,1,1,0,1.286,-0.134,17
아이폰,1,1,0,1.429,-0.195,66
애플,7,10,-3,8.0,-0.261,246
디스플레이,3,4,-1,3.857,-0.289,239
삼성디스플레이,2,1,1,2.857,-0.319,87
lg디스플레이,1,0,1,2.0,-0.414,118
모니터,2,20,-18,4.0,-0.667,83
