cluster_id,keywords
0,클라우드
1,"애플, 미국, 솔루션, 설계, 구글, 라스베이거스, 정보, 소재, 실시간, 양산, 전환, 수준, 흐름, 선택, 주목, 준비, 과정, 최초, 마이크, 로봇용, 매체, 넘어, 성공, 6세대, 역량, 생태계, 추가, 만나, 프레임, 대규모, 폴더블, 연간, 증가, 디스플레이, 이노텍, 경험, 레노버, 메모리"
2,"전기차, 현대차, 생산, 제조, 모터, 공장"
3,중국
4,"개발, 성장"
5,"스마트폰, 모니터, 노트북, 갤럭시, 태블릿"
6,"반도체, 인텔, 기술력, 빅테크, 에너지, 작업, 품질"
7,"달러, 투자, 수익, 수입, 매출"
