term,cur,prev,diff,ma7,z_like,total,date
lg전자,30,7,23,14.143,3.331,363,2026-01-09
레노버,17,15,2,5.714,3.329,75,2026-01-09
fhd,3,0,3,0.571,1.383,4,2026-01-09
소니,4,1,3,1.143,1.381,16,2026-01-09
엔비디아,10,6,4,5.714,1.264,83,2026-01-09
모바일,6,10,-4,3.143,1.03,85,2026-01-09
lg디스플레이,8,2,6,4.857,0.981,144,2026-01-09
롤러블,2,1,1,0.429,0.95,3,2026-01-09
구글,3,1,2,1.143,0.898,44,2026-01-09
마이크로소프트,1,0,1,0.143,0.622,4,2026-01-09
씽크패드,1,0,1,0.143,0.622,1,2026-01-09
에어팟,1,0,1,0.143,0.622,1,2026-01-09
증착기,1,0,1,0.143,0.622,1,2026-01-09
편광판,1,0,1,0.143,0.622,2,2026-01-09
삼성전자,25,32,-7,22.857,0.371,532,2026-01-09
tv,18,21,-3,16.143,0.37,369,2026-01-09
폴더블,4,9,-5,3.0,0.366,88,2026-01-09
딥엑스,1,2,-1,0.429,0.345,3,2026-01-09
sk하이닉스,2,0,2,1.286,0.335,42,2026-01-09
tsmc,1,0,1,0.571,0.244,18,2026-01-09
선익시스템,1,0,1,0.571,0.244,16,2026-01-09
스마트폰,2,1,1,1.714,0.124,95,2026-01-09
샤오미,1,0,1,0.857,0.074,15,2026-01-09
xr,1,0,1,1.0,0.0,68,2026-01-09
양산,1,0,1,1.0,0.0,23,2026-01-09
아이폰,1,2,-1,1.0,0.0,80,2026-01-09
lcd,1,3,-2,1.0,0.0,46,2026-01-09
hdr,1,6,-5,1.0,0.0,8,2026-01-09
저전력,1,6,-5,1.0,0.0,8,2026-01-09
고성능,1,3,-2,1.143,-0.069,19,2026-01-09
퀄컴,3,7,-4,3.286,-0.102,39,2026-01-09
공급망,1,1,0,1.286,-0.134,18,2026-01-09
hp,1,4,-3,1.571,-0.254,44,2026-01-09
애플,3,6,-3,4.143,-0.377,145,2026-01-09
갤럭시,1,2,-1,2.143,-0.464,79,2026-01-09
하이센스,1,6,-5,2.143,-0.464,20,2026-01-09
인텔,1,6,-5,2.429,-0.558,34,2026-01-09
모니터,3,15,-12,5.143,-0.656,196,2026-01-09
oled,19,15,4,26.0,-1.148,453,2026-01-09
노트북,1,9,-8,5.0,-1.236,94,2026-01-09
디스플레이,3,6,-3,11.714,-1.97,250,2026-01-09
