term,cur,diff,z_like
삼성,42,36,7.18
lg,25,25,5.78
lg전자,24,23,5.39
삼성전자,33,22,4.70
애플,13,12,3.55
oled,15,10,3.49
맥북,6,6,2.50
현대차,5,5,2.15
아이폰,4,2,1.63
공급망,4,4,1.50
