term,cur,prev,diff,total,ma7,z_like
tv,19,11,8,334,16.714,0.449
갤럭시,18,5,13,111,6.429,3.273
hp,10,1,9,41,2.143,3.189
파나소닉,9,0,9,9,1.286,3.615
엔비디아,9,20,-11,84,5.143,1.18
노트북,9,12,-3,114,5.571,1.02
디스플레이,9,20,-11,252,14.0,-1.054
벤츠,8,0,8,51,1.429,2.994
애플,7,7,0,174,6.857,0.039
xr,6,3,3,67,2.857,1.168
oled,6,31,-25,277,12.143,-1.37
모바일,5,1,4,31,1.571,1.521
레노버,4,3,1,14,1.143,1.381
lg전자,4,4,0,235,10.714,-1.571
삼성전자,4,7,-3,420,12.0,-1.792
아이폰,3,3,0,59,1.571,0.634
스마트폰,3,4,-1,71,2.571,0.165
모니터,3,18,-15,89,4.143,-0.377
필립스,2,0,2,2,0.286,1.117
tsmc,2,0,2,14,0.571,0.814
공급망,2,2,0,17,1.143,0.414
설비투자,2,7,-5,14,1.429,0.26
boe,2,2,0,38,2.714,-0.27
tcl,2,0,2,95,5.0,-0.927
현대모비스,1,0,1,40,0.143,0.622
기아,1,0,1,16,0.143,0.622
harman,1,0,1,1,0.143,0.622
visionox,1,0,1,1,0.143,0.622
sharp,1,0,1,8,0.286,0.465
퀄컴,1,2,-1,11,0.429,0.345
amd,1,2,-1,13,0.571,0.244
고성능,1,2,-1,22,0.714,0.155
인텔,1,2,-1,67,0.857,0.074
lcd,1,1,0,60,0.857,0.074
sk하이닉스,1,3,-2,57,1.714,-0.309
삼성디스플레이,1,0,1,46,3.286,-0.813
