org,topic,base_score,topic_share,company_focus,hybrid_score
ASUS,2,2.6815,0.0283,0.6293,2.6815
ASUS,1,2.4571,0.0126,0.5767,2.4571
ASUS,0,2.1087,0.0069,0.4949,2.1087
ASUS,3,0.6931,0.0031,0.1627,0.6931
AUO,3,4.1589,0.0183,0.7790,4.1589
AUO,1,2.4571,0.0126,0.4602,2.4571
AUO,2,1.7876,0.0189,0.3348,1.7876
AUO,0,1.4058,0.0046,0.2633,1.4058
BMW,0,1.4058,0.0046,0.8969,1.4058
BMW,3,0.6931,0.0031,0.4422,0.6931
BOE,3,17.3287,0.0765,0.8079,17.3287
BOE,0,9.8406,0.0323,0.4588,9.8406
BOE,1,6.5522,0.0336,0.3055,6.5522
BOE,2,4.4691,0.0472,0.2084,4.4691
BYD,0,1.4058,0.0046,0.6487,1.4058
BYD,3,1.3863,0.0061,0.6397,1.3863
BYD,2,0.8938,0.0094,0.4124,0.8938
CES,0,3.5145,0.0115,0.8252,3.5145
CES,2,1.7876,0.0189,0.4197,1.7876
CES,3,1.3863,0.0061,0.3255,1.3863
CES,1,0.8190,0.0042,0.1923,0.8190
CSOT,0,9.1377,0.0300,0.7234,9.1377
CSOT,3,7.6246,0.0336,0.6036,7.6246
CSOT,1,3.2761,0.0168,0.2594,3.2761
CSOT,2,2.6815,0.0283,0.2123,2.6815
Dell,2,2.6815,0.0283,0.6293,2.6815
Dell,1,2.4571,0.0126,0.5767,2.4571
Dell,0,2.1087,0.0069,0.4949,2.1087
Dell,3,0.6931,0.0031,0.1627,0.6931
HMI,0,1.4058,0.0046,0.6577,1.4058
HMI,3,1.3863,0.0061,0.6486,1.3863
HMI,1,0.8190,0.0042,0.3832,0.8190
HP,2,2.6815,0.0283,0.6293,2.6815
HP,1,2.4571,0.0126,0.5767,2.4571
HP,0,2.1087,0.0069,0.4949,2.1087
HP,3,0.6931,0.0031,0.1627,0.6931
Harman,0,5.6232,0.0184,0.8448,5.6232
Harman,3,3.4657,0.0153,0.5207,3.4657
Harman,1,0.8190,0.0042,0.1231,0.8190
Innolux,3,2.0794,0.0092,0.7266,2.0794
Innolux,2,1.7876,0.0189,0.6246,1.7876
Innolux,1,0.8190,0.0042,0.2862,0.8190
IoT,0,11.9494,0.0392,0.8985,11.9494
IoT,3,4.1589,0.0183,0.3127,4.1589
IoT,1,4.0951,0.0210,0.3079,4.0951
JDI,3,2.7726,0.0122,0.8625,2.7726
JDI,0,1.4058,0.0046,0.4373,1.4058
JDI,1,0.8190,0.0042,0.2548,0.8190
KAIST,0,2.8116,0.0092,0.8956,2.8116
KAIST,2,0.8938,0.0094,0.2847,0.8938
KAIST,1,0.8190,0.0042,0.2609,0.8190
KAIST,3,0.6931,0.0031,0.2208,0.6931
LG디스플레이,0,26.7103,0.0876,0.7280,26.7103
LG디스플레이,3,21.4876,0.0948,0.5857,21.4876
LG디스플레이,1,12.2854,0.0630,0.3349,12.2854
LG디스플레이,2,4.4691,0.0472,0.1218,4.4691
LG전자,0,26.0074,0.0853,0.8056,26.0074
LG전자,3,12.4766,0.0550,0.3865,12.4766
LG전자,1,10.6474,0.0546,0.3298,10.6474
LG전자,2,9.8320,0.1038,0.3046,9.8320
LG화학,0,14.7610,0.0484,0.9058,14.7610
LG화학,1,4.9142,0.0252,0.3015,4.9142
LG화학,3,4.8520,0.0214,0.2977,4.8520
SK하이닉스,0,4.9203,0.0161,0.9211,4.9203
SK하이닉스,3,2.0794,0.0092,0.3893,2.0794
TCL,2,2.6815,0.0283,0.6712,2.6815
TCL,0,2.1087,0.0069,0.5278,2.1087
TCL,3,2.0794,0.0092,0.5205,2.0794
TSMC,0,11.2465,0.0369,0.6949,11.2465
TSMC,3,10.3972,0.0459,0.6424,10.3972
TSMC,1,4.9142,0.0252,0.3036,4.9142
TSMC,2,1.7876,0.0189,0.1105,1.7876
Tianma,3,4.1589,0.0183,0.7703,4.1589
Tianma,2,2.6815,0.0283,0.4967,2.6815
Tianma,1,1.6381,0.0084,0.3034,1.6381
Tianma,0,1.4058,0.0046,0.2604,1.4058
UDC,0,1.4058,0.0046,0.8969,1.4058
UDC,3,0.6931,0.0031,0.4422,0.6931
Visionox,3,2.0794,0.0092,0.7460,2.0794
Visionox,0,1.4058,0.0046,0.5043,1.4058
Visionox,2,0.8938,0.0094,0.3207,0.8938
Visionox,1,0.8190,0.0042,0.2938,0.8190
구글,1,4.9142,0.0252,0.7173,4.9142
구글,0,2.8116,0.0092,0.4104,2.8116
구글,3,2.7726,0.0122,0.4047,2.7726
구글,2,2.6815,0.0283,0.3914,2.6815
기아,0,11.9494,0.0392,0.7950,11.9494
기아,3,8.3178,0.0367,0.5534,8.3178
기아,1,3.2761,0.0168,0.2180,3.2761
기아,2,1.7876,0.0189,0.1189,1.7876
네이버,0,10.5436,0.0346,0.8162,10.5436
네이버,3,6.2383,0.0275,0.4829,6.2383
