term,cur,prev,diff,ma7,z_like,total
lcd,27,1,26,4.571,7.147,53
lg디스플레이,25,3,22,4.571,6.51,126
한미반도체,15,0,15,2.429,4.914,19
아이폰,9,0,9,3.286,2.032,69
삼성디스플레이,2,0,2,0.286,1.117,57
맥북,3,0,3,1.0,1.0,18
메타,2,0,2,0.429,0.95,26
모니터,4,1,3,1.857,0.907,85
tcl,4,0,4,2.0,0.828,118
asus,2,0,2,0.571,0.814,18
벤큐,2,0,2,0.571,0.814,9
아이패드,2,0,2,0.571,0.814,8
공급망,2,1,1,0.571,0.814,14
생산능력,1,0,1,0.143,0.622,4
하이센스,1,0,1,0.143,0.622,16
노트북,4,1,3,2.714,0.486,131
애플,7,4,3,5.429,0.472,174
엔비디아,4,2,2,3.0,0.366,63
삼성전자,18,18,0,16.571,0.282,413
한화솔루션,1,0,1,0.571,0.244,4
고성능,1,0,1,0.714,0.155,30
모바일,1,2,-1,0.714,0.155,28
스마트폰,2,0,2,1.714,0.124,98
소니,1,0,1,1.0,0.0,85
byd,1,1,0,1.143,-0.069,14
ar,1,1,0,1.286,-0.134,37
oled,4,6,-2,4.429,-0.138,308
갤럭시,2,2,0,2.571,-0.219,90
폴더블,2,1,1,2.714,-0.27,48
hp,2,3,-1,2.857,-0.319,82
sk하이닉스,1,2,-1,2.0,-0.414,61
양산,1,3,-2,2.429,-0.558,61
tv,5,3,2,7.286,-0.618,388
xr,2,3,-1,4.429,-0.782,68
lg전자,3,6,-3,7.429,-1.189,286
디스플레이,2,1,1,10.143,-1.946,234
