term,cur,prev,diff,ma7,z_like,total
tsmc,3,0,3,0.714,1.239,9
올레드,2,0,2,0.571,0.814,72
원익ips,1,0,1,0.143,0.622,3
한화솔루션,1,0,1,0.143,0.622,10
byd,1,0,1,0.286,0.465,6
vr,1,0,1,0.429,0.345,55
화웨이,1,0,1,0.429,0.345,15
qled,1,0,1,0.571,0.244,10
lcd,1,0,1,0.857,0.074,38
노트북,9,7,2,8.857,0.036,149
공급망,1,2,-1,1.286,-0.134,33
구글,1,0,1,1.429,-0.195,76
엔비디아,1,1,0,1.571,-0.254,159
boe,1,0,1,2.0,-0.414,25
스마트폰,4,4,0,5.571,-0.468,101
xr,3,1,2,4.857,-0.58,120
tcl,1,0,1,2.571,-0.604,66
모니터,2,2,0,4.143,-0.706,187
삼성디스플레이,2,0,2,4.286,-0.744,109
sk하이닉스,3,2,1,5.714,-0.801,89
폴더블,3,1,2,7.429,-1.189,142
디스플레이,2,3,-1,6.429,-1.253,165
tv,4,3,1,9.571,-1.361,303
아이폰,2,3,-1,7.714,-1.513,134
oled,3,1,2,12.714,-2.128,307
애플,1,3,-2,10.0,-2.162,263
lg전자,2,5,-3,11.857,-2.218,256
삼성전자,4,9,-5,15.714,-2.36,487
