term,cur,diff,z_like
벤츠,26,26,7.47
fhd,13,13,4.72
모니터,18,18,4.67
lg디스플레이,16,16,4.00
레노버,18,18,3.55
현대모비스,7,6,1.88
oled,13,13,1.65
