term,cur,prev,diff,ma7,z_like,total
샤오미,8,1,7,1.286,3.146,15
host,1,0,1,0.143,0.622,1
고효율,1,0,1,0.143,0.622,5
오포,1,0,1,0.143,0.622,1
현대차,5,2,3,3.429,0.551,42
노트북,4,1,3,3.143,0.309,39
기아,1,0,1,0.714,0.155,8
올레드,1,0,1,0.857,0.074,10
폴더블,1,0,1,0.857,0.074,52
ar,1,3,-2,0.857,0.074,20
아이폰,1,0,1,1.143,-0.069,51
구글,1,2,-1,1.143,-0.069,34
공급망,2,0,2,2.286,-0.114,25
tv,6,5,1,6.571,-0.16,114
스마트폰,2,1,1,2.429,-0.168,46
디스플레이,5,0,5,5.571,-0.17,102
모니터,1,3,-2,1.714,-0.309,52
삼성디스플레이,2,0,2,3.143,-0.412,32
amd,1,2,-1,2.143,-0.464,38
갤럭시,1,2,-1,2.857,-0.69,62
인텔,1,1,0,4.714,-1.171,40
애플,1,4,-3,5.0,-1.236,170
lg전자,3,1,2,7.857,-1.277,163
lg디스플레이,2,0,2,7.714,-1.513,79
엔비디아,5,17,-12,16.714,-2.302,126
삼성전자,3,4,-1,16.429,-2.657,410
