term,cur,prev,diff,ma7,z_like,total
벤츠,58,32,26,15.143,8.762,142
레노버,7,0,7,1.429,2.538,45
디스플레이,14,18,-4,7.143,1.867,157
tv,14,5,9,8.571,1.382,221
필립스,2,0,2,0.286,1.117,6
모니터,5,2,3,2.429,1.005,99
고성능,1,0,1,0.143,0.622,24
벤큐,1,0,1,0.143,0.622,4
태블릿,1,0,1,0.143,0.622,17
양산,2,1,1,0.857,0.593,12
퀄컴,1,0,1,0.286,0.465,30
bmw,1,1,0,0.286,0.465,11
소니,1,1,0,0.286,0.465,6
ar,3,2,1,2.0,0.414,42
4k,1,0,1,0.571,0.244,7
tsmc,1,0,1,0.571,0.244,12
메타,1,0,1,0.571,0.244,13
모바일,2,3,-1,1.571,0.19,28
폴더블,5,5,0,4.429,0.184,81
kaist,1,0,1,0.714,0.155,8
삼성디스플레이,1,1,0,0.714,0.155,38
vr,1,2,-1,0.714,0.155,10
xr,5,15,-10,4.714,0.09,138
애플,6,3,3,5.714,0.084,229
공급망,1,0,1,0.857,0.074,33
삼성전자,9,7,2,8.857,0.036,521
샤오미,1,2,-1,1.0,0.0,27
갤럭시,5,11,-6,5.571,-0.17,100
스마트폰,3,3,0,4.571,-0.501,72
lg전자,1,3,-2,3.429,-0.852,201
노트북,1,5,-4,3.571,-0.89,85
oled,1,6,-5,4.857,-1.204,232
엔비디아,1,6,-5,6.0,-1.449,180
