term,cur,prev,diff,total,ma7,z_like
애플,10,21,-11,167,8.0,0.522
삼성전자,10,6,4,534,11.857,-0.418
디스플레이,7,6,1,196,5.286,0.52
lg전자,7,1,6,281,6.143,0.246
선익시스템,6,3,3,22,2.286,1.479
폴더블,6,6,0,70,2.429,1.396
엔비디아,6,10,-4,242,8.429,-0.622
아이폰,5,6,-1,43,2.286,1.081
게이밍모니터,4,0,4,11,0.571,1.953
스마트폰,4,1,3,95,1.571,1.078
lg디스플레이,4,3,1,68,1.857,0.907
ar,3,0,3,24,0.571,1.383
양산,3,0,3,49,1.0,1.0
구글,3,3,0,127,2.286,0.284
byd,2,1,1,9,0.571,0.814
xr,2,3,-1,95,3.857,-0.627
레노버,2,18,-16,85,5.286,-0.996
oled,2,6,-4,321,9.143,-1.775
tv,2,2,0,263,9.714,-1.874
vr,1,0,1,15,0.143,0.622
현대모비스,1,0,1,11,0.143,0.622
fhd,1,0,1,1,0.143,0.622
hud,1,0,1,1,0.143,0.622
필립스,1,0,1,1,0.143,0.622
nvidia,1,0,1,21,0.286,0.465
사이니지,1,1,0,16,0.286,0.465
증착기,1,1,0,5,0.286,0.465
amd,1,0,1,29,0.429,0.345
소니,1,0,1,15,0.429,0.345
bmw,1,0,1,12,0.429,0.345
tsmc,1,0,1,12,0.429,0.345
proart,1,2,-1,5,0.429,0.345
sharp,1,0,1,9,0.571,0.244
공급망,1,0,1,49,0.857,0.074
boe,1,2,-1,29,1.0,0.0
인텔,1,1,0,55,1.286,-0.134
태블릿,1,8,-7,17,1.286,-0.134
sk하이닉스,1,5,-4,53,1.571,-0.254
kaist,1,0,1,18,1.571,-0.254
프로아트,1,10,-9,13,1.571,-0.254
모니터,1,1,0,179,2.286,-0.512
노트북,1,2,-1,112,3.0,-0.732
