term,cur,prev,diff,ma7,z_like,total
삼성전자,67,2,65,30.857,5.514,344
lg전자,34,2,32,12.857,4.611,136
아마존,3,0,3,0.429,1.554,5
디스플레이,10,0,10,5.714,1.264,116
bmw,2,0,2,0.286,1.117,4
kaist,2,0,2,0.286,1.117,2
한화솔루션,2,0,2,0.286,1.117,3
lg화학,2,0,2,0.429,0.95,7
tsmc,3,1,2,1.143,0.898,20
모바일,2,1,1,0.571,0.814,12
원익ips,1,0,1,0.143,0.622,4
노트북,3,0,3,1.857,0.484,19
엔비디아,1,0,1,0.286,0.465,9
카카오,1,0,1,0.429,0.345,11
byd,1,0,1,0.571,0.244,8
sk하이닉스,3,1,2,2.429,0.223,42
스마트폰,2,1,1,1.571,0.19,45
sharp,1,0,1,0.714,0.155,5
구글,2,2,0,1.714,0.124,28
tv,7,1,6,6.571,0.12,75
hp,1,0,1,0.857,0.074,6
삼성디스플레이,1,0,1,0.857,0.074,27
인텔,1,2,-1,1.0,0.0,13
애플,13,3,10,13.286,-0.062,175
현대차,1,0,1,1.571,-0.254,30
태블릿,1,0,1,1.714,-0.309,19
갤럭시,3,3,0,5.143,-0.656,58
모니터,2,0,2,4.714,-0.856,47
xr,4,5,-1,7.714,-0.983,84
oled,3,1,2,11.0,-1.853,175
