term,cur,prev,diff,total,ma7,z_like
삼성전자,29,3,26,556,11.286,4.063
벤츠,24,3,21,145,13.429,2.266
디스플레이,19,1,18,173,8.571,2.655
애플,9,11,-2,240,6.143,0.821
lg디스플레이,8,0,8,85,1.714,2.722
tcl,5,2,3,13,1.143,1.864
sk하이닉스,3,0,3,40,1.286,0.803
lcd,2,0,2,18,0.714,0.697
현대모비스,2,7,-5,36,1.286,0.335
구글,2,1,1,33,1.429,0.26
모니터,2,0,2,105,2.429,-0.168
모바일,2,2,0,40,3.0,-0.366
노트북,2,1,1,88,3.143,-0.412
cluster,1,0,1,1,0.143,0.622
퀀텀닷,1,0,1,1,0.143,0.622
기아,1,1,0,17,1.0,0.0
알파벳,1,3,-2,9,1.0,0.0
스마트폰,1,2,-1,70,2.286,-0.512
xr,1,2,-1,124,4.429,-1.104
oled,1,2,-1,229,4.857,-1.204
엔비디아,1,0,1,179,5.0,-1.236
tv,1,10,-9,224,6.143,-1.478
