org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,5,801.8514,0.0577,0.5516,801.8514
AMD,2,727.6441,0.0177,0.5006,727.6441
AMD,0,664.4304,0.0156,0.4571,664.4304
AMD,1,534.5676,0.0135,0.3677,534.5676
AMD,4,297.5164,0.0200,0.2047,297.5164
AMD,8,210.9412,0.0166,0.1451,210.9412
AMD,9,184.6155,0.0197,0.1270,184.6155
AMD,3,153.9115,0.0080,0.1059,153.9115
AMD,10,112.0805,0.0260,0.0771,112.0805
AMD,6,71.3287,0.0097,0.0491,71.3287
AMD,7,70.5570,0.0169,0.0485,70.5570
ASE,0,75.5815,0.0018,0.5797,75.5815
ASE,1,72.1460,0.0018,0.5533,72.1460
ASE,2,68.0234,0.0017,0.5217,68.0234
ASE,3,21.3003,0.0011,0.1634,21.3003
ASE,8,19.9260,0.0016,0.1528,19.9260
ASE,9,14.6853,0.0016,0.1126,14.6853
ASE,5,13.0550,0.0009,0.1001,13.0550
ASE,4,10.3066,0.0007,0.0790,10.3066
ASE,6,8.3916,0.0011,0.0644,8.3916
ASE,10,5.0293,0.0012,0.0386,5.0293
ASE,7,4.2334,0.0010,0.0325,4.2334
ASUS,5,303.7004,0.0218,0.5259,303.7004
ASUS,2,295.4551,0.0072,0.5116,295.4551
ASUS,0,292.7067,0.0069,0.5068,292.7067
ASUS,1,172.4633,0.0043,0.2986,172.4633
ASUS,8,119.5562,0.0094,0.2070,119.5562
ASUS,4,111.3110,0.0075,0.1927,111.3110
ASUS,9,75.5245,0.0081,0.1308,75.5245
ASUS,3,57.0297,0.0030,0.0987,57.0297
ASUS,10,44.5448,0.0103,0.0771,44.5448
ASUS,6,25.8741,0.0035,0.0448,25.8741
ASUS,7,17.6392,0.0042,0.0305,17.6392
AUO,2,142.9178,0.0035,0.6008,142.9178
AUO,0,133.9854,0.0031,0.5633,133.9854
AUO,1,116.8078,0.0029,0.4911,116.8078
AUO,5,32.2939,0.0023,0.1358,32.2939
AUO,8,30.2326,0.0024,0.1271,30.2326
AUO,4,29.5455,0.0020,0.1242,29.5455
AUO,9,29.3706,0.0031,0.1235,29.3706
AUO,3,24.7358,0.0013,0.1040,24.7358
AUO,7,9.8780,0.0024,0.0415,9.8780
AUO,6,9.7902,0.0013,0.0412,9.7902
AUO,10,7.9031,0.0018,0.0332,7.9031
Acer,5,108.5626,0.0078,0.5738,108.5626
Acer,0,94.8205,0.0022,0.5012,94.8205
Acer,2,83.1397,0.0020,0.4394,83.1397
Acer,1,64.5879,0.0016,0.3414,64.5879
Acer,4,45.3489,0.0030,0.2397,45.3489
Acer,9,24.4755,0.0026,0.1294,24.4755
Acer,8,24.0487,0.0019,0.1271,24.0487
Acer,10,20.8355,0.0048,0.1101,20.8355
Acer,6,11.8881,0.0016,0.0628,11.8881
Acer,3,10.3066,0.0005,0.0545,10.3066
Acer,7,4.2334,0.0010,0.0224,4.2334
Amkor,2,18.5518,0.0005,0.5886,18.5518
Amkor,0,17.1776,0.0004,0.5450,17.1776
Amkor,1,17.1776,0.0004,0.5450,17.1776
Amkor,3,4.1226,0.0002,0.1308,4.1226
Amkor,5,4.1226,0.0003,0.1308,4.1226
Amkor,4,3.4355,0.0002,0.1090,3.4355
Amkor,7,2.1167,0.0005,0.0672,2.1167
Amkor,9,2.0979,0.0002,0.0666,2.0979
Amkor,6,1.3986,0.0002,0.0444,1.3986
Amkor,8,1.3742,0.0001,0.0436,1.3742
Amkor,10,0.7185,0.0002,0.0228,0.7185
Apple,0,92.0721,0.0022,0.5944,92.0721
Apple,2,79.7042,0.0019,0.5145,79.7042
Apple,1,71.4589,0.0018,0.4613,71.4589
Apple,8,30.9197,0.0024,0.1996,30.9197
Apple,9,28.6713,0.0031,0.1851,28.6713
Apple,5,28.1713,0.0020,0.1819,28.1713
Apple,4,24.7358,0.0017,0.1597,24.7358
Apple,10,20.8355,0.0048,0.1345,20.8355
Apple,3,13.7421,0.0007,0.0887,13.7421
Apple,6,11.8881,0.0016,0.0767,11.8881
Apple,7,10.5835,0.0025,0.0683,10.5835
BMW,0,606.7136,0.0143,0.5004,606.7136
BMW,2,572.3584,0.0139,0.4721,572.3584
BMW,1,562.7389,0.0142,0.4642,562.7389
BMW,3,490.5929,0.0256,0.4046,490.5929
BMW,8,385.4658,0.0304,0.3179,385.4658
BMW,4,158.7212,0.0106,0.1309,158.7212
BMW,9,140.5595,0.0150,0.1159,140.5595
BMW,5,113.3723,0.0082,0.0935,113.3723
BMW,6,76.9231,0.0105,0.0634,76.9231
BMW,7,62.0901,0.0148,0.0512,62.0901
BMW,10,26.5832,0.0062,0.0219,26.5832
BOE,0,810.7837,0.0191,0.6079,810.7837
BOE,1,741.3862,0.0187,0.5559,741.3862
BOE,2,651.3754,0.0159,0.4884,651.3754
BOE,4,180.7086,0.0121,0.1355,180.7086
BOE,6,179.7204,0.0245,0.1347,179.7204
BOE,3,161.4696,0.0084,0.1211,161.4696
BOE,5,160.7825,0.0116,0.1205,160.7825
BOE,8,123.6789,0.0097,0.0927,123.6789
BOE,9,96.5035,0.0103,0.0724,96.5035
BOE,7,57.8567,0.0138,0.0434,57.8567
BOE,10,52.4479,0.0122,0.0393,52.4479
BYD,0,344.9266,0.0081,0.5114,344.9266
BYD,1,333.2459,0.0084,0.4940,333.2459
BYD,2,326.3748,0.0079,0.4839,326.3748
BYD,3,247.3578,0.0129,0.3667,247.3578
BYD,8,192.3894,0.0151,0.2852,192.3894
BYD,5,74.8944,0.0054,0.1110,74.8944
BYD,4,74.2073,0.0050,0.1100,74.2073
BYD,9,67.8322,0.0073,0.1006,67.8322
BYD,6,58.0420,0.0079,0.0860,58.0420
BYD,7,26.1061,0.0062,0.0387,26.1061
BYD,10,21.5539,0.0050,0.0320,21.5539
Bosch,0,13.0550,0.0003,0.5951,13.0550
Bosch,2,11.6808,0.0003,0.5325,11.6808
Bosch,1,9.6195,0.0002,0.4385,9.6195
Bosch,8,5.4968,0.0004,0.2506,5.4968
Bosch,9,4.8951,0.0005,0.2231,4.8951
Bosch,5,3.4355,0.0002,0.1566,3.4355
Bosch,4,2.7484,0.0002,0.1253,2.7484
Bosch,7,2.1167,0.0005,0.0965,2.1167
Bosch,6,1.3986,0.0002,0.0638,1.3986
Bosch,3,1.3742,0.0001,0.0626,1.3742
CSOT,1,298.2035,0.0075,0.6165,298.2035
CSOT,0,293.3938,0.0069,0.6066,293.3938
CSOT,2,200.6346,0.0049,0.4148,200.6346
CSOT,6,84.6154,0.0115,0.1749,84.6154
CSOT,5,61.1523,0.0044,0.1264,61.1523
CSOT,3,46.7231,0.0024,0.0966,46.7231
CSOT,8,45.3489,0.0036,0.0938,45.3489
CSOT,4,37.7908,0.0025,0.0781,37.7908
CSOT,9,35.6644,0.0038,0.0737,35.6644
CSOT,10,23.7093,0.0055,0.0490,23.7093
CSOT,7,17.6392,0.0042,0.0365,17.6392
Continental,1,19.9260,0.0005,0.5784,19.9260
Continental,0,19.2389,0.0005,0.5584,19.2389
Continental,2,15.1163,0.0004,0.4388,15.1163
Continental,3,8.2453,0.0004,0.2393,8.2453
Continental,8,8.2453,0.0006,0.2393,8.2453
Continental,4,4.8097,0.0003,0.1396,4.8097
Continental,9,4.1958,0.0004,0.1218,4.1958
Continental,5,2.7484,0.0002,0.0798,2.7484
Continental,7,2.1167,0.0005,0.0614,2.1167
Continental,6,1.3986,0.0002,0.0406,1.3986
Continental,10,0.7185,0.0002,0.0209,0.7185
Corning,2,7.5582,0.0002,0.6448,7.5582
Corning,0,5.4968,0.0001,0.4689,5.4968
Corning,1,4.8097,0.0001,0.4103,4.8097
Corning,5,4.1226,0.0003,0.3517,4.1226
Corning,10,2.1554,0.0005,0.1839,2.1554
Corning,9,1.3986,0.0001,0.1193,1.3986
Corning,8,1.3742,0.0001,0.1172,1.3742
Corning,7,0.7056,0.0002,0.0602,0.7056
Corning,3,0.6871,0.0000,0.0586,0.6871
Corning,4,0.6871,0.0000,0.0586,0.6871
Dell,2,455.5505,0.0111,0.5811,455.5505
Dell,0,440.4342,0.0104,0.5618,440.4342
Dell,1,281.7130,0.0071,0.3593,281.7130
Dell,5,256.9772,0.0185,0.3278,256.9772
Dell,4,147.0404,0.0099,0.1876,147.0404
Dell,8,126.4273,0.0100,0.1613,126.4273
Dell,9,125.1749,0.0134,0.1597,125.1749
Dell,10,87.6527,0.0204,0.1118,87.6527
Dell,3,64.5879,0.0034,0.0824,64.5879
Dell,6,41.9581,0.0057,0.0535,41.9581
Dell,7,28.9284,0.0069,0.0369,28.9284
ETRI,2,245.2964,0.0060,0.6577,245.2964
ETRI,0,208.1928,0.0049,0.5582,208.1928
ETRI,1,164.9052,0.0042,0.4422,164.9052
ETRI,3,47.4102,0.0025,0.1271,47.4102
ETRI,8,43.2876,0.0034,0.1161,43.2876
ETRI,4,38.4779,0.0026,0.1032,38.4779
ETRI,5,38.4779,0.0028,0.1032,38.4779
ETRI,6,23.7762,0.0032,0.0638,23.7762
ETRI,9,23.0769,0.0025,0.0619,23.0769
ETRI,7,10.5835,0.0025,0.0284,10.5835
ETRI,10,9.3400,0.0022,0.0250,9.3400
HP,0,476.1637,0.0112,0.5101,476.1637
HP,2,473.4153,0.0115,0.5072,473.4153
HP,1,351.7977,0.0089,0.3769,351.7977
HP,4,329.1232,0.0221,0.3526,329.1232
HP,5,329.1232,0.0237,0.3526,329.1232
HP,8,177.9602,0.0140,0.1906,177.9602
HP,9,157.3427,0.0168,0.1686,157.3427
HP,3,99.6302,0.0052,0.1067,99.6302
HP,10,88.3712,0.0205,0.0947,88.3712
HP,7,55.0344,0.0132,0.0590,55.0344
HP,6,53.8462,0.0073,0.0577,53.8462
Harman,0,114.0594,0.0027,0.5817,114.0594
Harman,1,107.8755,0.0027,0.5502,107.8755
Harman,2,87.2623,0.0021,0.4450,87.2623
Harman,3,65.2750,0.0034,0.3329,65.2750
Harman,8,30.9197,0.0024,0.1577,30.9197
Harman,4,20.6131,0.0014,0.1051,20.6131
Harman,5,16.4905,0.0012,0.0841,16.4905
Harman,7,12.7003,0.0030,0.0648,12.7003
Harman,9,8.3916,0.0009,0.0428,8.3916
Harman,6,5.5944,0.0008,0.0285,5.5944
Harman,10,2.8739,0.0007,0.0147,2.8739
Innolux,2,107.1884,0.0026,0.5930,107.1884
Innolux,0,105.1270,0.0025,0.5816,105.1270
Innolux,1,83.1397,0.0021,0.4600,83.1397
Innolux,8,28.8584,0.0023,0.1597,28.8584
Innolux,3,26.1100,0.0014,0.1445,26.1100
Innolux,4,26.1100,0.0018,0.1445,26.1100
Innolux,9,22.3776,0.0024,0.1238,22.3776
Innolux,5,19.2389,0.0014,0.1064,19.2389
Innolux,7,9.1724,0.0022,0.0507,9.1724
Innolux,10,5.7477,0.0013,0.0318,5.7477
