term,cur,diff,z_like
tv,36,34,5.92
삼성전자,36,26,4.79
요가,11,11,4.18
레노버,12,12,3.10
선익시스템,7,7,3.00
원익ips,5,5,2.32
oled,25,17,2.13
메타,6,5,1.97
노트북,11,8,1.79
모니터,10,9,1.61
