term,cur,prev,diff,ma7,z_like,total
요가,11,0,11,1.571,4.184,11
선익시스템,7,0,7,1.0,3.0,13
원익ips,5,0,5,0.714,2.323,7
메타,6,1,5,1.571,1.965,30
고성능,4,1,3,1.143,1.381,28
증착,2,0,2,0.429,0.95,4
한미반도체,2,0,2,0.429,0.95,4
