org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,85.9503,0.2707,0.9263,85.9503
AMD,6,18.2412,0.0239,0.1966,18.2412
AMD,7,17.3287,0.0217,0.1867,17.3287
AMD,10,13.3301,0.0129,0.1437,13.3301
AMD,3,12.0741,0.0099,0.1301,12.0741
AMD,13,8.0106,0.0159,0.0863,8.0106
AMD,5,7.1912,0.0098,0.0775,7.1912
AMD,1,6.4721,0.0055,0.0697,6.4721
AMD,2,6.3143,0.0070,0.0680,6.3143
AMD,4,6.0568,0.0222,0.0653,6.0568
AMD,9,4.4256,0.0067,0.0477,4.4256
AMD,11,2.3401,0.0157,0.0252,2.3401
AMD,8,2.1847,0.0050,0.0235,2.1847
AMD,12,1.5581,0.0169,0.0168,1.5581
AUO,3,28.4097,0.0233,0.5836,28.4097
AUO,1,21.5737,0.0184,0.4432,21.5737
AUO,7,15.9424,0.0200,0.3275,15.9424
AUO,10,12.6285,0.0122,0.2594,12.6285
AUO,9,11.0640,0.0168,0.2273,11.0640
AUO,5,10.7868,0.0147,0.2216,10.7868
AUO,2,10.5238,0.0117,0.2162,10.5238
AUO,6,10.5238,0.0138,0.2162,10.5238
AUO,13,9.4671,0.0188,0.1945,9.4671
AUO,8,8.7389,0.0201,0.1795,8.7389
AUO,11,5.8504,0.0394,0.1202,5.8504
AUO,4,4.5426,0.0166,0.0933,4.5426
AUO,12,1.5581,0.0169,0.0320,1.5581
BMW,6,10.5238,0.0138,0.5499,10.5238
BMW,3,9.9434,0.0081,0.5196,9.9434
BMW,10,7.7174,0.0075,0.4033,7.7174
BMW,1,6.4721,0.0055,0.3382,6.4721
BMW,7,4.8520,0.0061,0.2536,4.8520
BMW,8,2.9130,0.0067,0.1522,2.9130
BMW,5,2.8765,0.0039,0.1503,2.8765
BMW,2,2.8063,0.0031,0.1467,2.8063
BMW,13,2.1847,0.0043,0.1142,2.1847
BMW,9,1.4752,0.0022,0.0771,1.4752
BOE,1,77.6652,0.0661,0.5076,77.6652
BOE,3,71.7344,0.0588,0.4688,71.7344
BOE,10,57.5301,0.0557,0.3760,57.5301
BOE,2,56.8285,0.0633,0.3714,56.8285
BOE,5,37.3944,0.0509,0.2444,37.3944
BOE,7,35.3505,0.0443,0.2310,35.3505
BOE,6,30.1682,0.0396,0.1972,30.1682
BOE,8,29.8578,0.0686,0.1951,29.8578
BOE,13,23.3036,0.0464,0.1523,23.3036
BOE,9,17.7024,0.0268,0.1157,17.7024
BOE,12,15.5814,0.1695,0.1018,15.5814
BOE,4,12.1135,0.0443,0.0792,12.1135
BOE,11,1.1701,0.0079,0.0076,1.1701
BYD,10,12.6285,0.0122,0.5569,12.6285
BYD,7,9.7041,0.0122,0.4280,9.7041
BYD,6,9.1206,0.0120,0.4022,9.1206
BYD,3,7.8127,0.0064,0.3445,7.8127
BYD,1,6.4721,0.0055,0.2854,6.4721
BYD,9,4.4256,0.0067,0.1952,4.4256
BYD,2,4.2095,0.0047,0.1856,4.2095
BYD,13,3.6412,0.0072,0.1606,3.6412
BYD,8,2.9130,0.0067,0.1285,2.9130
BYD,5,2.8765,0.0039,0.1269,2.8765
BYD,4,2.2713,0.0083,0.1002,2.2713
BYD,0,1.3863,0.0044,0.0611,1.3863
CES,1,2.1574,0.0018,0.4442,2.1574
CES,3,2.1307,0.0017,0.4387,2.1307
CES,6,2.1048,0.0028,0.4333,2.1048
CES,7,2.0794,0.0026,0.4281,2.0794
CES,13,1.4565,0.0029,0.2999,1.4565
CES,2,1.4032,0.0016,0.2889,1.4032
CES,9,0.7376,0.0011,0.1519,0.7376
CES,5,0.7191,0.0010,0.1481,0.7191
CES,10,0.7016,0.0007,0.1444,0.7016
CSOT,1,40.9900,0.0349,0.5740,40.9900
CSOT,10,30.1682,0.0292,0.4225,30.1682
CSOT,3,29.1199,0.0239,0.4078,29.1199
CSOT,2,27.3619,0.0305,0.3832,27.3619
CSOT,5,19.4163,0.0264,0.2719,19.4163
CSOT,8,14.5648,0.0334,0.2040,14.5648
CSOT,7,11.7835,0.0148,0.1650,11.7835
CSOT,6,8.4190,0.0110,0.1179,8.4190
CSOT,13,8.0106,0.0159,0.1122,8.0106
CSOT,9,5.9008,0.0089,0.0826,5.9008
CSOT,4,3.7855,0.0139,0.0530,3.7855
Harman,6,8.4190,0.0110,0.5492,8.4190
Harman,3,7.1024,0.0058,0.4633,7.1024
Harman,7,6.2383,0.0078,0.4069,6.2383
Harman,1,5.0339,0.0043,0.3284,5.0339
Harman,2,4.9111,0.0055,0.3204,4.9111
Harman,10,2.8063,0.0027,0.1831,2.8063
Harman,4,2.2713,0.0083,0.1482,2.2713
Harman,9,2.2128,0.0034,0.1443,2.2128
Harman,13,2.1847,0.0043,0.1425,2.1847
Harman,5,1.4382,0.0020,0.0938,1.4382
Harman,8,0.7282,0.0017,0.0475,0.7282
Innolux,3,32.6711,0.0268,0.5381,32.6711
Innolux,10,23.1523,0.0224,0.3813,23.1523
Innolux,6,22.4508,0.0294,0.3698,22.4508
Innolux,1,21.5737,0.0184,0.3553,21.5737
Innolux,7,21.4876,0.0270,0.3539,21.4876
Innolux,5,12.9442,0.0176,0.2132,12.9442
Innolux,13,12.3801,0.0246,0.2039,12.3801
Innolux,2,9.8222,0.0109,0.1618,9.8222
Innolux,8,9.4671,0.0217,0.1559,9.4671
Innolux,9,8.1136,0.0123,0.1336,8.1136
Innolux,4,6.0568,0.0222,0.0998,6.0568
Innolux,12,4.6744,0.0508,0.0770,4.6744
Innolux,11,3.5102,0.0236,0.0578,3.5102
Innolux,0,2.7726,0.0087,0.0457,2.7726
IoT,7,22.8739,0.0287,0.5014,22.8739
IoT,3,20.5970,0.0169,0.4515,20.5970
IoT,1,17.2589,0.0147,0.3783,17.2589
IoT,6,16.8381,0.0221,0.3691,16.8381
IoT,9,14.0144,0.0212,0.3072,14.0144
IoT,10,9.8222,0.0095,0.2153,9.8222
IoT,5,8.6295,0.0117,0.1892,8.6295
IoT,13,8.0106,0.0159,0.1756,8.0106
IoT,2,6.3143,0.0070,0.1384,6.3143
IoT,11,5.8504,0.0394,0.1282,5.8504
IoT,8,5.0977,0.0117,0.1117,5.0977
IoT,4,4.5426,0.0166,0.0996,4.5426
JDI,1,16.5398,0.0141,0.5987,16.5398
JDI,2,11.2254,0.0125,0.4063,11.2254
JDI,3,10.6536,0.0087,0.3856,10.6536
JDI,10,8.4190,0.0082,0.3047,8.4190
JDI,5,7.9103,0.0108,0.2863,7.9103
JDI,13,7.2824,0.0145,0.2636,7.2824
JDI,8,5.0977,0.0117,0.1845,5.0977
JDI,6,4.2095,0.0055,0.1524,4.2095
JDI,7,4.1589,0.0052,0.1505,4.1589
JDI,9,1.4752,0.0022,0.0534,1.4752
JDI,4,0.7571,0.0028,0.0274,0.7571
LG디스플레이,1,176.1851,0.1500,0.6365,176.1851
LG디스플레이,3,102.9850,0.0844,0.3721,102.9850
LG디스플레이,2,101.0284,0.1126,0.3650,101.0284
LG디스플레이,10,92.6094,0.0897,0.3346,92.6094
LG디스플레이,5,86.2947,0.1174,0.3118,86.2947
LG디스플레이,8,48.7920,0.1120,0.1763,48.7920
LG디스플레이,7,47.8272,0.0600,0.1728,47.8272
LG디스플레이,6,44.9015,0.0589,0.1622,44.9015
LG디스플레이,13,36.4119,0.0725,0.1316,36.4119
LG디스플레이,9,23.6032,0.0358,0.0853,23.6032
LG디스플레이,4,12.8706,0.0471,0.0465,12.8706
LG전자,0,88.7228,0.2795,0.5946,88.7228
LG전자,7,56.8381,0.0713,0.3809,56.8381
LG전자,6,49.8126,0.0653,0.3339,49.8126
LG전자,3,44.0350,0.0361,0.2951,44.0350
LG전자,10,42.7967,0.0414,0.2868,42.7967
LG전자,1,41.7091,0.0355,0.2795,41.7091
LG전자,2,31.5714,0.0352,0.2116,31.5714
LG전자,13,25.4883,0.0507,0.1708,25.4883
LG전자,9,25.0784,0.0380,0.1681,25.0784
LG전자,5,20.1354,0.0274,0.1350,20.1354
LG전자,4,18.1703,0.0665,0.1218,18.1703
LG전자,8,9.4671,0.0217,0.0635,9.4671
LG전자,11,8.1905,0.0551,0.0549,8.1905
LG화학,3,4.2614,0.0035,0.4752,4.2614
LG화학,13,3.6412,0.0072,0.4061,3.6412
LG화학,2,3.5079,0.0039,0.3912,3.5079
LG화학,10,3.5079,0.0034,0.3912,3.5079
LG화학,5,2.8765,0.0039,0.3208,2.8765
LG화학,1,2.1574,0.0018,0.2406,2.1574
LG화학,6,2.1048,0.0028,0.2347,2.1048
LG화학,7,2.0794,0.0026,0.2319,2.0794
LG화학,8,1.4565,0.0033,0.1624,1.4565
LG화학,4,0.7571,0.0028,0.0844,0.7571
MOTIE,12,6.2326,0.0678,0.9238,6.2326
MOTIE,4,2.2713,0.0083,0.3366,2.2713
MOTIE,9,0.7376,0.0011,0.1093,0.7376
MOTIE,2,0.7016,0.0008,0.1040,0.7016
MOTIE,7,0.6931,0.0009,0.1027,0.6931
SID,3,4.9717,0.0041,0.7090,4.9717
SID,6,2.8063,0.0037,0.4002,2.8063
SID,1,2.1574,0.0018,0.3077,2.1574
SID,5,1.4382,0.0020,0.2051,1.4382
SID,10,1.4032,0.0014,0.2001,1.4032
SID,0,1.3863,0.0044,0.1977,1.3863
SID,7,1.3863,0.0017,0.1977,1.3863
SID,11,1.1701,0.0079,0.1669,1.1701
SID,4,0.7571,0.0028,0.1080,0.7571
SID,9,0.7376,0.0011,0.1052,0.7376
SID,8,0.7282,0.0017,0.1039,0.7282
SID,13,0.7282,0.0014,0.1039,0.7282
SID,2,0.7016,0.0008,0.1001,0.7016
SK하이닉스,5,17.9781,0.0245,0.4864,17.9781
SK하이닉스,10,16.1365,0.0156,0.4365,16.1365
SK하이닉스,2,12.6285,0.0141,0.3416,12.6285
SK하이닉스,1,12.2251,0.0104,0.3307,12.2251
SK하이닉스,3,10.6536,0.0087,0.2882,10.6536
SK하이닉스,7,9.7041,0.0122,0.2625,9.7041
SK하이닉스,6,9.1206,0.0120,0.2467,9.1206
SK하이닉스,9,8.8512,0.0134,0.2395,8.8512
SK하이닉스,13,8.7389,0.0174,0.2364,8.7389
SK하이닉스,8,4.3694,0.0100,0.1182,4.3694
SK하이닉스,4,3.0284,0.0111,0.0819,3.0284
