date,topic_id,avg_sentiment,article_count
2025-10-15,0,0.4643,42
2025-10-15,1,0.464,242
2025-10-15,2,0.4649,253
2025-10-15,3,0.4651,265
2025-10-15,4,0.4665,179
2025-10-15,5,0.4631,238
2025-10-15,6,0.4636,229
2025-10-15,7,0.4648,274
2025-10-15,8,0.4639,212
2025-10-15,9,0.4652,222
2025-10-15,10,0.4641,264
2025-10-15,11,0.4652,110
2025-10-15,12,0.4748,36
2025-10-15,13,0.4639,207
