term,cur,prev,diff,total,ma7,z_like
woled,4,0,4,4,0.571,1.953
스마트폰,3,3,0,85,1.429,0.716
공급망,3,0,3,36,1.571,0.634
lg디스플레이,3,0,3,66,1.571,0.634
microled,1,0,1,1,0.143,0.622
폭스바겐,1,0,1,3,0.143,0.622
하이센스,2,0,2,9,0.857,0.593
lcd,2,1,1,34,0.857,0.593
화웨이,2,0,2,19,1.0,0.5
kaist,2,0,2,26,1.0,0.5
생산능력,1,0,1,6,0.286,0.465
ar,3,2,1,66,2.143,0.348
메타,1,0,1,23,0.714,0.155
맥북,1,0,1,19,1.0,0.0
구글,2,2,0,82,2.429,-0.168
모니터,3,3,0,159,3.714,-0.244
amd,1,0,1,16,2.0,-0.414
xr,1,1,0,69,2.286,-0.512
tcl,3,1,2,62,5.0,-0.618
oled,2,0,2,305,5.857,-1.128
엔비디아,2,2,0,200,7.714,-1.513
레노버,1,0,1,94,6.571,-1.563
디스플레이,1,1,0,191,8.143,-1.854
