term,cur,prev,diff,total,ma7,z_like
레노버,7,0,7,45,1.429,2.538
필립스,2,0,2,6,0.286,1.117
모니터,5,2,3,99,2.429,1.005
벤큐,1,0,1,4,0.143,0.622
태블릿,1,0,1,17,0.143,0.622
고성능,1,0,1,24,0.143,0.622
양산,2,1,1,12,0.857,0.593
소니,1,1,0,6,0.286,0.465
bmw,1,1,0,11,0.286,0.465
퀄컴,1,0,1,30,0.286,0.465
ar,3,2,1,42,2.0,0.414
4k,1,0,1,7,0.571,0.244
tsmc,1,0,1,12,0.571,0.244
메타,1,0,1,13,0.571,0.244
kaist,1,0,1,8,0.714,0.155
삼성디스플레이,1,1,0,38,0.714,0.155
애플,6,3,3,229,5.714,0.084
공급망,1,0,1,33,0.857,0.074
스마트폰,3,3,0,72,4.571,-0.501
