date,types,title,url,org
2025-10-05,LAUNCH,"OLED  시장, 한국 83.7% 압도적 우위 이어간다, 삼성디스플레이 54,3%, LG디...",https://www.autodaily.co.kr/news/articleView.html?idxno=537401,"BOE, LG디스플레이, 삼성디스플레이, 샤프"
2025-10-03,INVEST,"[초점] BOE, 8.6세대  OLED 에 630억 위안 투자…애플 공급망 재편 신호탄",https://www.g-enews.com/view.php?ud=20251003122511305fbbec65dfb_1,"BOE, 디지타임스, 애플"
2025-10-02,"INVEST,LAUNCH","""내년 삼성D 폴더블 출하량 40%가 아이폰용""",http://www.thelec.kr/news/articleView.html?idxno=41821,"삼성전자, 애플"
2025-09-30,"CERT,LAUNCH",화면 입력과 충전을 동시에! PD & DP Alt 모니터 골라보기,https://www.ilovepc.co.kr/news/articleView.html?idxno=56247,"ASUS, LG전자"
2025-09-28,"CERT,INVEST,LAUNCH,ORDER,PARTNERSHIP,REGUL","삼성D, 글로벌 파트너십 강화…도쿄·타이베이 잇단 행보",https://www.asiatime.co.kr/article/20250926500315,"HP, 삼성디스플레이, 삼성전자"
2025-09-25,"CERT,INVEST,LAUNCH,PARTNERSHIP","샤오미코리아, 대형 발표... 국내 2·3호 스토어 동시 오픈·ESC 설립·8종...",https://www.insight.co.kr/news/521699,"Harman, IoT, 구글, 네이버, 미디어텍, 샤오미, 아마존"
2025-10-04,LAUNCH,"삼성 또 대박 예고…400만원 '두번 접는 폰' 나온다, 예상 스펙은?",https://www.mt.co.kr/tech/2025/10/04/2025100210594058394,"삼성전자, 샤오미, 퀄컴"
2025-10-03,"INVEST,LAUNCH","자율주행차 관련주, '봄꽃만개' 앤씨앤·퀄리타스반도체·라닉스·아이에...",http://www.finomy.com/news/articleView.html?idxno=240420,"LG전자, SK하이닉스, 구글, 기아, 네이버, 삼성전자, 카카오, 한화시스템, 현대모비스, 현대차"
2025-10-05,"INVEST,LAUNCH","의료용  디스플레이  시장, 2032년 40억4000만 달러 예상",https://www.theguru.co.kr/news/article.html?no=92406,"LG디스플레이, LG전자, 소니"
2025-10-06,"INVEST,LAUNCH,PARTNERSHIP",AI가 자동차 만들고 로봇이 돌봄까지..딜로이트가 분석한 핵심 트렌드는...,https://www.dailycar.co.kr/content/news.html?type=view&autoId=59358,"IoT, 구글"
2025-10-02,LAUNCH,"""아이폰17 출시에 3분기  OLED 패널  출하 급증""",https://zdnet.co.kr/view/?no=20251002135547,"비보, 샤오미, 애플"
2025-10-02,LAUNCH,애플 첫 비전 프로 사실상 실패였는데…2세대는 성공할까,https://www.newsis.com/view/NISX20251001_0003352807,"메타, 애플, 퀄컴"
2025-09-30,"CERT,INVEST,LAUNCH,ORDER,PARTNERSHIP,REGUL",10월 1주 주요 제조업 전망,https://www.laborplus.co.kr/news/articleView.html?idxno=36358,"LG디스플레이, TSMC, 기아, 삼성디스플레이, 삼성전자, 애플, 엔비디아, 인텔, 현대모비스, 현대차"
2025-09-26,"CERT,INVEST,LAUNCH","[산업 이모저모] LG디스플레이 윤수영 CTO, '디스플레이의 날' 행사서 은...",https://www.greened.kr/news/articleView.html?idxno=331606,"IoT, LG디스플레이, 삼성디스플레이, 삼성전자, 현대자동차"
2025-09-25,"LAUNCH,PARTNERSHIP","삼성디스플레이, 글로벌 파트너와 ‘IT  OLED  대세화’ 이끈다",https://www.ceoscoredaily.com/page/view/2025092510595594792,"HP, 삼성디스플레이, 인텔"
2025-09-25,"CERT,LAUNCH","에이수스,  OLED  기반 280Hz·4K 게이밍 모니터 2종 출시",https://www.cbci.co.kr/news/articleView.html?idxno=530233,AMD
2025-09-19,"INVEST,LAUNCH,PARTNERSHIP","시그마인텔 ""中,  OLED  TV 진출 5년은 필요""",https://www.newstopkorea.com/news/articleView.html?idxno=30637,"BOE, LG전자, TCL, 삼성디스플레이, 삼성전자, 애플, 하이센스"
2025-09-19,"INVEST,LAUNCH","[창간 23] K-디스플레이, 고부가·신기술로 글로벌 위상 지킨다",https://www.seoulfn.com/news/articleView.html?idxno=607104,Unknown
2025-09-06,LAUNCH,"韓 TV, 기술로 버틴다…‘프리미엄 시장’ 사수전 ['치지직' 위기의 韓 ...",https://economist.co.kr/article/view/ecn202509040020,"CES, LG전자, TCL, 미디어텍, 삼성전자, 퀄컴, 하이센스"
2025-09-07,LAUNCH,[헬로즈업] ‘소재·장비·기판·OSAT’ 참가기업이 보여준 패키징 생태...,https://www.hellot.net/news/article.html?no=105035,Unknown
2025-08-21,"INVEST,LAUNCH,REGUL","‘2025 머크 어워드’, AR·VR 디스플레이 발전 기여 ETRI 조남성 박사",http://amenews.kr/news/view.php?idx=63513,"ETRI, IMID, KAIST"
2025-10-02,LAUNCH,"[인터뷰] 유봉현 유비랩 대표 ""첨단방열소재 개발로 원가 절감·고품질...",https://www.ebn.co.kr/news/articleView.html?idxno=1681223,"삼성디스플레이, 삼성전자"
2025-09-24,"LAUNCH,PARTNERSHIP",[퀄컴 서밋 10주년] ⑧ 생성형 AI 위한 최초의 설계…스냅드래곤X 등판,https://www.ddaily.co.kr/page/view/2025091517454852215,"AMD, BMW, 구글, 네이버, 메타, 애플, 인텔, 퀄컴"
2025-09-23,"INVEST,LAUNCH","""IT용 OLED, 3년후 중국이 역전...8.6G 투자 늘려야""",http://www.thelec.kr/news/articleView.html?idxno=41224,"LG디스플레이, Visionox, 삼성디스플레이, 애플"
2025-09-18,"INVEST,PARTNERSHIP",[GAM]中 '수정광전' 차기 성장트랙② 10년 성장궤도 올려줄 'AR 광학',https://www.newspim.com/news/view/20250917000890,"마이크로소프트, 메타, 바이두, 비보, 샤오미, 오포, 텐센트, 화웨이"
2025-09-16,LAUNCH,"차세대  디스플레이  다변화…소형-폴더블, 중대형-롤러블",http://www.metroseoul.co.kr/article/20250916500481,한화
2025-09-23,"LAUNCH,PARTNERSHIP","[초점] 아이폰 심장에 새겨진 'SAMSUNG'…숙명의 경쟁자, 공생의 파트너",http://www.g-enews.com/ko-kr/news/article/news_all/202509231034321455fbbec65dfb_1/article.html,"BOE, SK하이닉스, 애플"
2025-09-10,"CERT,LAUNCH,REGUL",[종합] 아이폰17보다 빠른 5.6mm '아이폰 에어' + 자동 번역 '에어팟 프로...,https://www.inven.co.kr/webzine/news/?news=309301,애플
2025-09-05,"INVEST,LAUNCH","LG디스플레이 흑자와 적자 왔다갔다, 정철동 수익성 중심 사업구조 개편...",https://www.businesspost.co.kr/BP?command=article_view&num=410602,"LG디스플레이, LG화학"
2025-10-01,"LAUNCH,PARTNERSHIP,REGUL",아이디어가 현실이 되는 곳: 유럽 디스플레이 쇼룸 '프랑크푸르트 삼성...,http://www.issuenbiz.com/news/articleView.html?idxno=66821,삼성전자
2025-10-07,"INVEST,LAUNCH,REGUL","세계는 화합물반도체 전쟁 중, 韓 생태계 육성부터",https://shindonga.donga.com/3/all/13/5883196/1,"LG전자, Semiconductor"
2025-09-30,LAUNCH,"삼성전자 DX부문, 3분기 B2C·B2B 공세 강화…TV·가전, 실적 반등 '총력...",https://www.techm.kr/news/articleView.html?idxno=145043,"LG전자, 리벨리온, 삼성전자, 인텔, 퀄컴"
2025-09-29,"CERT,LAUNCH,ORDER,PARTNERSHIP","[재계는 지금] KT, GPT-4o 기반 'SOTA K' 공개 外",https://dealsite.co.kr/articles/148991,"LG전자, 네이버, 카카오"
2025-08-31,LAUNCH,"TV명가 일본의 귀환 … 삼성·LG, 프리미엄 전략 '적신호' [N-경제포커스...",https://biz.newdaily.co.kr/site/data/html/2025/08/28/2025082800220.html,"TCL, 소니, 하이센스"
2025-08-22,"CERT,INVEST,LAUNCH,REGUL",남아공 모니터 시장 동향,http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=190&CONTENTS_NO=2&bbsGbn=254&bbsSn=254&pNttSn=232879,"ASUS, Acer, Dell, HP"
2025-09-05,LAUNCH,[IFA 2025] 獨 IFA 성대한 개막…삼성·LG 'AI홈' 공세에 中기업도 기술 ...,https://www.newsworks.co.kr/news/articleView.html?idxno=810042,Unknown
2025-10-06,"INVEST,LAUNCH,PARTNERSHIP,REGUL","AI 커머스의 도래: 오픈AI, '에이전틱 커머스 프로토콜' 발표",https://slownews.kr/146678,"구글, 메타, 아마존, 애플, 한화"
2025-10-02,"INVEST,LAUNCH,REGUL",중국의 가격파괴 전략: 태양광부터 스마트폰까지,https://www.forbeskorea.co.kr/news/articleView.html?idxno=400601,"CSOT, LG전자, TCL, 비보, 샤오미, 애플, 오포, 퀄컴, 하이센스, 하이얼, 화웨이"
2025-09-26,"CERT,LAUNCH","LG 구광모號, 中 추격 따돌리자…사장단 회의 비상소집, “AX로 성장 가...",https://www.ceoscoredaily.com/page/view/2025092511091215112,"BOE, CSOT, LG디스플레이, LG전자, LG화학, TCL, 샤오미, 하이센스, 하이얼, 현대자동차, 화웨이"
2025-09-25,"INVEST,LAUNCH","삼성 XR 기기 '무한' 내달 공개…업계 ""AR이 진짜 승부처""",https://www.greened.kr/news/articleView.html?idxno=331559,"AUO, TCL, 메타, 애플"
2025-09-23,"INVEST,LAUNCH","韓 디스플레이 산업, ‘쌍두마차’서 밀려나나",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202509231454127070722,"LG전자, TCL, 삼성전자, 애플, 하이센스"
2025-09-13,"INVEST,LAUNCH","CSOT , 8.6세대 잉크젯 프린팅 OLED 투자 발표",http://www.thelec.kr/news/articleView.html?idxno=40708,"CSOT, SID"
2025-09-12,"INVEST,REGUL",[기자수첩] 소니도 포기했던 4000만대...삼성의 결단은?,http://www.thelec.kr/news/articleView.html?idxno=40686,"LG전자, 삼성디스플레이, 삼성전자, 소니"
2025-08-27,"INVEST,ORDER",[핀포인트] [삼성전자] 경쟁력 위태로운 반도체·디스플레이,https://news.dealsitetv.com/articles/158215,"CSOT, 삼성디스플레이, 삼성전자, 엔비디아"
2025-08-20,INVEST,"中 '이구환신' 보조금, 디스플레이 수요 당겨쓰나…한국 밸류체인 리스...",https://www.greened.kr/news/articleView.html?idxno=330130,"BOE, CSOT, TCL, 한화"
2025-08-18,"INVEST,LAUNCH","[더벨][LG전자·IT 패러다임 시프트]'중국 두렵다' 경영진의 속내, 견제...",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202508111451236880103047,"BOE, CES, CSOT, LG디스플레이, LG전자, LG화학, SK하이닉스, V2X, 삼성전자, 샤오미, 애플, 인텔, 하이얼"
2025-08-08,LAUNCH,"애플 가세에 불붙은 폴더블 시장…SK머티, 핵심 소재 '승부수'",https://www.ebn.co.kr/news/articleView.html?idxno=1673775,"BOE, CSOT, LG디스플레이, 비보, 삼성전자, 샤오미, 애플"
2025-08-01,"CERT,LAUNCH","TCL, QD-미니 LED 탑재한 프리미엄 모니터 5종 출시",https://www.ajunews.com/view/20250801150822130,"CSOT, TCL, 애플"
2025-07-30,"INVEST,LAUNCH,ORDER,PARTNERSHIP,REGUL",[Who Is ?] 최용하 코미코 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=405487,"BOE, CSOT, IoT, SK하이닉스, Semiconductor, TCL, TSMC, 삼성전자, 인텔"
2025-07-22,"CERT,INVEST,LAUNCH,ORDER,REGUL",[Who Is ?] 유호선 AP시스템 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=404340,"BOE, CSOT, ETRI, SK하이닉스, Tianma, 삼성디스플레이, 삼성전자"
2025-07-18,"INVEST,LAUNCH,ORDER,REGUL","[산업썰전] DB하이텍, '65%' 너무 높은 중국 매출 비중...""향후 독 될수...",https://www.joongangenews.com/news/articleView.html?idxno=435618,"BOE, CSOT, LG전자, SK하이닉스, TCL, 삼성전자, 애플, 화웨이"
2025-10-13,"CERT,INVEST,LAUNCH","[산업보고서] AI 스마트글래스, 스마트폰 시대 끝낼 마지막 인터페이스",http://theviewers.co.kr/View.aspx?No=3811759,"BOE, 구글, 메타, 샤오미, 애플"
2025-10-13,CERT,"LG·SK, 3분기 中 특허 2000여건 확보…현대차·키옥시아 등 공동 개발 성...",https://www.theguru.co.kr/news/article.html?no=92717,"LG디스플레이, LG전자, LG화학, SK하이닉스, 기아, 현대자동차, 현대차"
2025-05-23,LAUNCH,'마이크로 LED' 선두주자 대만...SID 2025서 공개한 차세대 기술은?,https://www.greened.kr/news/articleView.html?idxno=326904,"Innolux, SID"
2025-04-29,"CERT,INVEST,LAUNCH,ORDER,PARTNERSHIP,REGUL","미쓰비시 전기차 수탁 생산하는 애플 파트너 홍하이 | 설계-제조 분리,...",http://monthly.chosun.com/client/news/viw.asp?ctcd=B&nNewsNumb=202505100043,"BYD, Innolux, LG전자, 기아자동차, 소니, 아마존, 애플, 엔비디아, 현대자동차"
2025-09-25,"INVEST,LAUNCH,PARTNERSHIP","“너무 내리면 인플레"" 파월, ‘금리인하 속도 조절’ 시사…“韓주식...",https://www.sedaily.com/NewsView/2GY1ELSJNS,"LG디스플레이, 마이크로소프트, 알파벳"
2025-10-09,"INVEST,LAUNCH",[Who Is ?] 안태혁 원익IPS 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=414802,"SK하이닉스, 삼성디스플레이, 삼성전자, 원익IPS"
2025-10-15,LAUNCH,"인하대, 이정환 교수 연구실 소속 학생들 국제학술대회서 성과 인정",https://www.kihoilbo.co.kr/news/articleView.html?idxno=3000087,IMID
2025-10-15,"INVEST,ORDER","[클릭 e종목]""선익시스템, 8.6세대 OLED 시장 핵심 수혜주""",https://view.asiae.co.kr/article/2025101508300081102,"BOE, CSOT, LG디스플레이, Tianma, Visionox, 삼성디스플레이, 선익시스템"
2025-10-15,"CERT,INVEST,LAUNCH,PARTNERSHIP,REGUL",[Who Is ?] 마티아스 바이틀 메르세데스-벤츠코리아 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=415372,"BMW, LG디스플레이, LG전자, 벤츠, 현대차"
2025-10-21,LAUNCH,"삼성, 22일 '무한 XR' 공개…애플·메타와 'XR 삼국지' 서막",https://www.g-enews.com/view.php?ud=202510211323597690fbbec65dfb_1,"구글, 소니, 애플, 퀄컴"
2025-10-21,"INVEST,LAUNCH","판 커지는 XR 전쟁 … 中, 핵심기술 '올레도스' 주도권 쥐나",https://biz.newdaily.co.kr/site/data/html/2025/10/21/2025102100120.html,"BOE, 메타, 삼성디스플레이, 소니, 한화"
2025-10-21,"CERT,LAUNCH",이러다 정말 영화관 다 망하겠네...LG전자 거실을 극장으로 바꿔 놓다,https://www.polinews.co.kr/news/articleView.html?idxno=710850,Unknown
2025-10-22,"INVEST,LAUNCH",“헤드셋에 이런 기능이”...삼성 ‘갤럭시 XR’로 확장현실 경험 넓힌...,https://www.mk.co.kr/article/11448099,"구글, 메타, 삼성전자, 퀄컴"
2025-10-22,"CERT,INVEST,LAUNCH,ORDER,PARTNERSHIP,REGUL",[Who Is ?] 구자균 LS일렉트릭 대표이사 회장,https://www.businesspost.co.kr/BP?command=article_view&num=416384,"IEC, IoT, 현대자동차"
2025-10-22,"INVEST,LAUNCH","[재계 투데이] S&P, LG전자 신용등급 전망 '긍정적' 상향 外",https://news.dealsitetv.com/articles/160485,"IoT, LG디스플레이, LG전자, 구글, 삼성전자, 한미반도체"
2025-10-21,"INVEST,LAUNCH,ORDER","2차전지 전고체 관련주, '봄바람 살랑' 이브이첨단소재·레이크머티리얼...",http://www.finomy.com/news/articleView.html?idxno=241273,"BYD, 폭스바겐, 현대차"
2025-10-22,"CERT,LAUNCH",중소·중견기업용 PC 라인업... '델 프로 에센셜',https://www.ilovepc.co.kr/news/articleView.html?idxno=56490,"AMD, Dell, 마이크로소프트, 인텔"
2025-10-21,"CERT,INVEST,LAUNCH,ORDER,PARTNERSHIP",[Who Is ?] 김동철 동운아나텍 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=416184,"LG전자, Semiconductor, 삼성전자, 샤프, 소니, 오포, 퀄컴, 현대모비스, 화웨이"
2025-10-20,"LAUNCH,REGUL","[실리콘 디코드] TSMC, 美와 'AI 동맹'…中 화웨이 공급망 원천 차단",https://www.g-enews.com/view.php?ud=202510201616238351fbbec65dfb_1,"AMD, SK하이닉스, TSMC, 구글, 미디어텍, 삼성전자, 아마존, 애플, 엔비디아, 인텔, 퀄컴, 화웨이"
2025-10-20,"INVEST,LAUNCH",中 추월당한 '스마트폰 OLED'⋯ K디스플레이 주도권 위기,https://www.etoday.co.kr/news/view/2515806,"CSOT, Tianma, Visionox, 샤오미"
2025-11-05,LAUNCH,“결정적 차이 없다” OLED 모니터라면 모두 좋은 이유,https://www.itworld.co.kr/article/3841935/결정적-차이-없다-oled-모니터라면-모두-좋은-이유.html,"AUO, BOE, CSOT, Innolux, JDI"
2025-10-18,LAUNCH,"엔비디아 슈퍼칩 품은 '델 프로 맥스', 로컬 LLM 시대 본격화 [PC마켓]",https://it.chosun.com/news/articleView.html?idxno=2023092149110,"ASUS, Dell, HP, 엔비디아"
2025-10-22,"LAUNCH,ORDER","[더벨]장석준 이노테크 대표 ""글로벌 신뢰성 장비 선도기업 도약""",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202510221538475880109019,"SK하이닉스, 메타, 삼성전자"
2025-10-22,"INVEST,LAUNCH",중국이 자동운전 분야에서 앞서 나가는 이유 | ‘무리 전략’으로 자동...,http://monthly.chosun.com/client/news/viw.asp?ctcd=B&nNewsNumb=202511100032,"BMW, KAIST, LG전자, 기아자동차, 니오, 마이크로소프트, 삼성전자, 샤오미, 샤오펑, 현대자동차, 화웨이"
2025-10-23,"LAUNCH,ORDER","세미파이브, 빅다이 설계 역량 내세운다…3D 메모리 IC 첫 선 [SEDEX 2025]",https://www.ddaily.co.kr/page/view/2025102310352016549,"V2X, 메타, 삼성전자, 세미파이브, 애플"
