term,cur,prev,diff,ma7,z_like,total
nvidia,9,0,9,2.143,2.783,15
딥엑스,5,0,5,0.714,2.323,5
맥북,4,0,4,0.857,1.632,15
카카오,3,0,3,0.714,1.239,8
모바일,2,0,2,0.429,0.95,14
