org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,2,402.6444,0.0178,0.5943,402.6444
AMD,1,372.3600,0.0134,0.5496,372.3600
AMD,0,347.5819,0.0132,0.5131,347.5819
AMD,3,103.6096,0.0151,0.1529,103.6096
AMD,8,94.0048,0.0216,0.1388,94.0048
AMD,4,67.3764,0.0111,0.0995,67.3764
AMD,5,64.1620,0.0122,0.0947,64.1620
AMD,6,54.5534,0.0163,0.0805,54.5534
AMD,9,48.8779,0.0255,0.0721,48.8779
AMD,7,44.3869,0.0227,0.0655,44.3869
AMD,10,42.6711,0.0154,0.0630,42.6711
ASUS,2,149.3570,0.0066,0.5830,149.3570
ASUS,1,145.9156,0.0053,0.5695,145.9156
ASUS,0,143.1624,0.0055,0.5588,143.1624
ASUS,4,21.4716,0.0035,0.0838,21.4716
ASUS,8,19.3978,0.0044,0.0757,19.3978
ASUS,5,14.9214,0.0028,0.0582,14.9214
ASUS,3,14.6964,0.0021,0.0574,14.6964
ASUS,6,13.6383,0.0041,0.0532,13.6383
ASUS,7,6.5758,0.0034,0.0257,6.5758
ASUS,9,4.6550,0.0024,0.0182,4.6550
ASUS,10,4.6550,0.0017,0.0182,4.6550
AUO,1,64.0101,0.0023,0.6193,64.0101
AUO,0,61.9453,0.0024,0.5993,61.9453
AUO,2,48.8680,0.0022,0.4728,48.8680
AUO,4,11.1060,0.0018,0.1075,11.1060
AUO,8,8.9528,0.0021,0.0866,8.9528
AUO,5,7.4607,0.0014,0.0722,7.4607
AUO,3,6.6134,0.0010,0.0640,6.6134
AUO,7,4.9319,0.0025,0.0477,4.9319
AUO,6,4.5461,0.0014,0.0440,4.5461
AUO,10,3.1034,0.0011,0.0300,3.1034
AUO,9,1.5517,0.0008,0.0150,1.5517
Acer,0,89.4765,0.0034,0.6037,89.4765
Acer,1,89.4765,0.0032,0.6037,89.4765
Acer,2,75.0226,0.0033,0.5062,75.0226
Acer,4,11.1060,0.0018,0.0749,11.1060
Acer,6,10.6076,0.0032,0.0716,10.6076
Acer,8,5.9686,0.0014,0.0403,5.9686
Acer,5,5.2225,0.0010,0.0352,5.2225
Acer,3,5.1437,0.0008,0.0347,5.1437
Acer,9,0.7758,0.0004,0.0052,0.7758
Acer,10,0.7758,0.0003,0.0052,0.7758
