term,cur,prev,diff,total,ma7,z_like
lg전자,15,25,-10,286,12.714,0.501
xr,12,4,8,102,3.571,2.917
엔비디아,11,35,-24,209,17.143,-1.195
삼성전자,10,9,1,573,11.714,-0.388
kaist,9,0,9,26,1.286,3.615
oled,8,21,-13,360,17.429,-1.822
인텔,5,5,0,69,4.143,0.282
애플,4,5,-1,166,3.857,0.048
boe,3,3,0,26,1.143,0.898
sk하이닉스,3,4,-1,49,1.857,0.484
노트북,3,4,-1,115,4.0,-0.333
퀄컴,3,3,0,46,4.0,-0.333
갤럭시,2,1,1,57,1.429,0.26
아이폰,2,4,-2,39,1.714,0.124
폴더블,2,2,0,63,1.857,0.06
삼성디스플레이,2,8,-6,75,3.714,-0.586
양산,2,3,-1,45,4.143,-0.706
tv,2,5,-3,258,6.286,-1.222
디스플레이,2,14,-12,195,7.571,-1.485
ul,1,0,1,1,0.143,0.622
도우인시스,1,0,1,2,0.286,0.465
맥북,1,2,-1,18,0.571,0.244
sharp,1,1,0,10,0.571,0.244
고성능,1,3,-2,24,0.714,0.155
화웨이,1,2,-1,15,0.714,0.155
asus,1,3,-2,11,0.714,0.155
bmw,1,0,1,11,0.714,0.155
dell,1,0,1,11,0.714,0.155
ar,1,2,-1,31,1.0,0.0
메타,1,1,0,24,1.0,0.0
nvidia,1,2,-1,20,1.286,-0.134
4k,1,2,-1,42,3.429,-0.852
모니터,1,3,-2,170,6.714,-1.591
