term,cur,prev,diff,total,ma7,z_like
삼성전자,13,23,-10,446,20.714,-1.39
카카오,12,2,10,19,2.143,4.001
tv,9,14,-5,429,10.857,-0.432
lg전자,9,25,-16,339,14.0,-1.054
디스플레이,8,55,-47,271,12.857,-1.059
애플,7,4,3,172,5.429,0.472
hp,6,4,2,79,1.857,1.753
엔비디아,5,4,1,88,2.0,1.243
tcl,5,1,4,120,3.429,0.551
인텔,5,9,-4,107,7.571,-0.685
맥북,4,0,4,15,0.571,1.953
xr,4,4,0,51,1.571,1.078
아이폰,4,6,-2,64,2.714,0.486
갤럭시,4,4,0,90,3.0,0.366
oled,4,11,-7,382,9.857,-1.415
지멘스,3,0,3,3,0.429,1.554
lcd,3,1,2,30,0.857,1.113
폴더블,3,5,-2,60,1.714,0.557
sk하이닉스,3,2,1,57,1.857,0.484
고성능,3,1,2,35,2.286,0.284
노트북,3,6,-3,153,3.143,-0.052
양산,3,3,0,56,4.714,-0.541
벤큐,2,0,2,7,0.286,1.117
한화시스템,1,0,1,6,0.143,0.622
udc,1,0,1,2,0.143,0.622
샤프,1,0,1,2,0.143,0.622
텐센트,1,0,1,1,0.143,0.622
한화솔루션,1,0,1,1,0.143,0.622
boe,1,1,0,19,0.286,0.465
8k,1,0,1,2,0.286,0.465
알파벳,1,2,-1,18,0.429,0.345
선익시스템,1,2,-1,11,0.571,0.244
메타,1,0,1,29,0.714,0.155
ul,1,0,1,5,0.714,0.155
기아,1,1,0,69,1.0,0.0
구글,1,1,0,63,1.429,-0.195
모니터,1,4,-3,118,2.0,-0.414
스마트폰,1,0,1,100,2.429,-0.558
현대모비스,1,17,-16,52,3.429,-0.852
벤츠,1,0,1,51,5.286,-1.299
