term,cur,prev,diff,total,ma7,z_like
카카오,12,2,10,19,2.143,4.001
맥북,4,0,4,15,0.571,1.953
지멘스,3,0,3,3,0.429,1.554
벤큐,2,0,2,7,0.286,1.117
lcd,3,1,2,30,0.857,1.113
텐센트,1,0,1,1,0.143,0.622
한화솔루션,1,0,1,1,0.143,0.622
udc,1,0,1,2,0.143,0.622
샤프,1,0,1,2,0.143,0.622
한화시스템,1,0,1,6,0.143,0.622
tcl,5,1,4,120,3.429,0.551
sk하이닉스,3,2,1,57,1.857,0.484
8k,1,0,1,2,0.286,0.465
boe,1,1,0,19,0.286,0.465
고성능,3,1,2,35,2.286,0.284
ul,1,0,1,5,0.714,0.155
메타,1,0,1,29,0.714,0.155
기아,1,1,0,69,1.0,0.0
구글,1,1,0,63,1.429,-0.195
양산,3,3,0,56,4.714,-0.541
스마트폰,1,0,1,100,2.429,-0.558
벤츠,1,0,1,51,5.286,-1.299
