term,cur,prev,diff,ma7,z_like,total,date
갤럭시,5,2,3,2.0,1.243,70,2025-11-09
공급망,4,0,4,1.714,0.99,34,2025-11-09
byd,2,0,2,0.571,0.814,11,2025-11-09
kaist,2,1,1,0.571,0.814,6,2025-11-09
ar,4,1,3,2.143,0.754,33,2025-11-09
tsmc,1,0,1,0.143,0.622,10,2025-11-09
해상도,1,0,1,0.143,0.622,2,2025-11-09
스마트폰,4,3,1,2.571,0.549,55,2025-11-09
lg화학,1,0,1,0.286,0.465,16,2025-11-09
카카오,1,0,1,0.571,0.244,9,2025-11-09
엔비디아,4,2,2,3.857,0.048,145,2025-11-09
인텔,1,2,-1,1.0,0.0,46,2025-11-09
모바일,1,0,1,1.286,-0.134,18,2025-11-09
xr,1,1,0,1.429,-0.195,110,2025-11-09
샤오미,2,0,2,2.571,-0.219,24,2025-11-09
boe,1,3,-2,1.714,-0.309,23,2025-11-09
폴더블,1,2,-1,2.0,-0.414,57,2025-11-09
아이폰,2,4,-2,3.286,-0.457,63,2025-11-09
노트북,1,3,-2,4.143,-1.035,64,2025-11-09
디스플레이,1,6,-5,4.286,-1.07,119,2025-11-09
모니터,1,4,-3,5.571,-1.36,87,2025-11-09
lg전자,2,11,-9,7.571,-1.485,201,2025-11-09
oled,1,4,-3,6.714,-1.591,210,2025-11-09
애플,1,3,-2,8.571,-1.928,201,2025-11-09
tv,2,9,-7,10.429,-1.993,177,2025-11-09
삼성전자,8,20,-12,20.143,-2.213,525,2025-11-09
스마트폰,9,6,3,3.714,1.806,63,2025-11-10
올레드,7,0,7,3.286,1.321,33,2025-11-10
tv,16,2,14,11.286,1.081,189,2025-11-10
양산,2,0,2,0.429,0.95,8,2025-11-10
스마트워치,1,0,1,0.143,0.622,3,2025-11-10
xr,3,1,2,1.857,0.484,112,2025-11-10
hp,1,0,1,0.286,0.465,16,2025-11-10
구글,1,0,1,0.286,0.465,30,2025-11-10
기아,1,0,1,0.286,0.465,10,2025-11-10
메타,1,0,1,0.286,0.465,11,2025-11-10
하이센스,1,0,1,0.286,0.465,3,2025-11-10
lg디스플레이,2,0,2,1.143,0.414,81,2025-11-10
스트레처블,1,0,1,0.429,0.345,3,2025-11-10
현대모비스,3,0,3,2.286,0.284,31,2025-11-10
갤럭시,3,8,-5,2.571,0.165,74,2025-11-10
삼성디스플레이,1,0,1,0.714,0.155,34,2025-11-10
인텔,1,2,-1,1.143,-0.069,47,2025-11-10
모바일,1,1,0,1.429,-0.195,19,2025-11-10
엔비디아,3,5,-2,3.571,-0.198,148,2025-11-10
레노버,1,0,1,1.714,-0.309,37,2025-11-10
디스플레이,3,2,1,4.143,-0.377,122,2025-11-10
아이폰,2,3,-1,3.429,-0.501,64,2025-11-10
ar,1,6,-5,2.286,-0.512,35,2025-11-10
