term,cur,prev,diff,ma7,z_like,total
애플,19,5,14,10.714,1.939,259
lg전자,9,6,3,3.857,1.735,187
폴더블,12,4,8,6.857,1.421,95
선익시스템,3,0,3,0.571,1.383,30
기아,3,0,3,0.714,1.239,14
asus,2,0,2,0.286,1.117,15
퀀텀닷,2,0,2,0.286,1.117,3
bmw,3,0,3,0.857,1.113,11
양산,11,35,-24,7.0,1.097,62
모니터,8,1,7,4.571,1.093,146
맥북,3,1,2,1.0,1.0,94
lg디스플레이,12,23,-11,8.571,0.873,154
인텔,5,0,5,3.143,0.67,34
니트,1,0,1,0.143,0.622,1
벤츠,1,0,1,0.143,0.622,17
뷰소닉,1,0,1,0.143,0.622,1
응답속도,1,0,1,0.143,0.622,1
고성능,2,0,2,0.857,0.593,19
화웨이,2,1,1,0.857,0.593,17
csot,1,0,1,0.286,0.465,3
소니,1,0,1,0.286,0.465,5
저전력,1,0,1,0.286,0.465,5
sk하이닉스,3,8,-5,2.429,0.223,69
oled,10,4,6,9.286,0.176,364
구글,1,0,1,1.0,0.0,49
lcd,2,5,-3,2.143,-0.058,33
tcl,1,0,1,1.286,-0.134,67
현대모비스,1,1,0,1.429,-0.195,29
vr,3,2,1,3.571,-0.198,41
노트북,5,18,-13,5.714,-0.211,144
삼성디스플레이,2,1,1,2.571,-0.219,67
아이폰,4,7,-3,4.714,-0.225,99
주사율,1,11,-10,1.714,-0.309,12
갤럭시,2,2,0,3.0,-0.366,242
xr,2,1,1,3.429,-0.501,118
모바일,1,0,1,2.429,-0.558,62
tv,2,2,0,4.857,-0.892,286
디스플레이,3,7,-4,7.571,-1.219,275
엔비디아,5,0,5,12.286,-1.617,226
삼성전자,6,7,-1,18.143,-2.309,489
