org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,4,78.3256,0.0116,0.5803,78.3256
AMD,2,69.3147,0.0123,0.5135,69.3147
AMD,3,54.7586,0.0100,0.4057,54.7586
AMD,0,37.7430,0.0141,0.2796,37.7430
AMD,1,33.8545,0.0123,0.2508,33.8545
AMD,6,31.5461,0.0113,0.2337,31.5461
AMD,5,20.7978,0.0101,0.1541,20.7978
AMD,7,16.7864,0.0078,0.1244,16.7864
ASUS,2,39.5094,0.0070,0.5797,39.5094
ASUS,4,36.7368,0.0054,0.5390,36.7368
ASUS,5,28.7969,0.0139,0.4225,28.7969
ASUS,3,24.2602,0.0044,0.3559,24.2602
ASUS,1,12.5114,0.0046,0.1836,12.5114
ASUS,6,10.7544,0.0039,0.1578,10.7544
ASUS,7,6.1041,0.0028,0.0896,6.1041
ASUS,0,2.7958,0.0010,0.0410,2.7958
AUO,3,1.3863,0.0003,0.6514,1.3863
AUO,7,0.7630,0.0004,0.3585,0.7630
AUO,1,0.7360,0.0003,0.3458,0.7360
AUO,6,0.7170,0.0003,0.3369,0.7170
AUO,0,0.6989,0.0003,0.3284,0.6989
AUO,2,0.6931,0.0001,0.3257,0.6931
Acer,4,31.1916,0.0046,0.6213,31.1916
Acer,2,28.4190,0.0050,0.5660,28.4190
Acer,5,18.3980,0.0089,0.3664,18.3980
Acer,3,15.2492,0.0028,0.3037,15.2492
Acer,6,9.3205,0.0033,0.1856,9.3205
Acer,1,8.8316,0.0032,0.1759,8.8316
Acer,7,1.5260,0.0007,0.0304,1.5260
Acer,0,1.3979,0.0005,0.0278,1.3979
BMW,2,30.4985,0.0054,0.6144,30.4985
BMW,4,29.1122,0.0043,0.5864,29.1122
BMW,3,15.2492,0.0028,0.3072,15.2492
BMW,0,13.9789,0.0052,0.2816,13.9789
BMW,6,12.9052,0.0046,0.2600,12.9052
BMW,5,7.1992,0.0035,0.1450,7.1992
BMW,7,4.5781,0.0021,0.0922,4.5781
BMW,1,4.4158,0.0016,0.0890,4.4158
BOE,3,362.5160,0.0661,0.6612,362.5160
BOE,4,299.4396,0.0442,0.5462,299.4396
BOE,2,219.0345,0.0389,0.3995,219.0345
BOE,5,127.1865,0.0616,0.2320,127.1865
BOE,0,69.8944,0.0261,0.1275,69.8944
BOE,6,68.8280,0.0247,0.1255,68.8280
BOE,1,59.6133,0.0217,0.1087,59.6133
BOE,7,46.5440,0.0217,0.0849,46.5440
BYD,4,42.9751,0.0063,0.6045,42.9751
BYD,3,40.8957,0.0075,0.5752,40.8957
BYD,2,31.8848,0.0057,0.4485,31.8848
BYD,6,15.7731,0.0057,0.2219,15.7731
BYD,0,11.1831,0.0042,0.1573,11.1831
BYD,7,7.6302,0.0036,0.1073,7.6302
BYD,5,7.1992,0.0035,0.1013,7.1992
BYD,1,5.8877,0.0021,0.0828,5.8877
Bosch,7,1.5260,0.0007,0.6965,1.5260
Bosch,1,0.7360,0.0003,0.3359,0.7360
