term,cur,prev,diff,ma7,z_like,total
현대모비스,9,0,9,1.286,3.615,17
삼성전자,6,1,5,2.143,1.565,64
amd,2,0,2,0.429,0.95,3
퀄컴,2,0,2,0.429,0.95,11
애플,10,1,9,6.857,0.869,57
구글,2,0,2,0.571,0.814,10
에릭슨,1,0,1,0.143,0.622,1
엔비디아,1,0,1,0.143,0.622,8
화웨이,1,0,1,0.143,0.622,3
lg전자,3,0,3,1.714,0.557,25
boe,1,0,1,0.429,0.345,15
갤럭시,2,0,2,1.429,0.26,21
폴더블,2,2,0,1.571,0.19,16
ar,1,0,1,1.714,-0.309,30
lg디스플레이,2,0,2,4.571,-0.819,69
oled,3,2,1,5.857,-0.835,125
삼성,14,2,12,20.857,-1.232,299
lg,3,1,2,26.0,-3.771,239
