term,cur,prev,diff,ma7,z_like,total
lg디스플레이,30,4,26,6.0,6.958,89
삼성전자,56,17,39,29.0,4.229,404
lg화학,10,0,10,1.857,3.446,14
amd,9,0,9,2.429,2.569,35
엔비디아,17,15,2,8.714,2.097,69
공급망,6,1,5,1.571,1.965,21
메타,5,1,4,1.429,1.627,11
현대모비스,4,3,1,1.143,1.381,21
카카오,2,1,1,0.714,0.697,9
intel,1,0,1,0.143,0.622,1
그램,1,0,1,0.143,0.622,3
노트북,4,0,4,2.714,0.486,29
스마트워치,1,0,1,0.286,0.465,2
모바일,2,0,2,1.143,0.414,14
양산,1,0,1,0.429,0.345,10
아마존,2,6,-4,1.714,0.124,13
oled,12,5,7,11.714,0.065,196
폴더블,2,1,1,2.0,0.0,60
ar,1,0,1,1.0,0.0,26
hp,1,1,0,1.0,0.0,11
현대차,2,4,-2,2.0,0.0,40
lg전자,5,5,0,6.143,-0.329,138
고성능,2,1,1,3.143,-0.412,26
구글,1,2,-1,2.0,-0.414,33
아이폰,1,2,-1,2.143,-0.464,51
tv,4,6,-2,6.714,-0.756,106
디스플레이,3,8,-5,5.714,-0.801,109
xr,4,9,-5,7.0,-0.823,104
애플,7,7,0,11.714,-1.066,193
갤럭시,1,7,-6,4.286,-1.07,67
