term,cur,diff,z_like
lg디스플레이,30,26,6.96
삼성전자,56,39,4.23
lg화학,10,10,3.45
amd,9,9,2.57
엔비디아,17,2,2.10
공급망,6,5,1.97
메타,5,4,1.63
