term,cur,prev,diff,ma7,z_like,total
구글,14,8,6,3.571,3.609,62
파나소닉,5,0,5,0.714,2.323,5
4k,4,4,0,1.286,1.272,19
8k,2,0,2,0.286,1.117,4
갤럭시,5,3,2,2.286,1.081,66
노트북,7,7,0,4.0,1.0,132
ltpo,2,0,2,0.571,0.814,6
엔비디아,5,4,1,2.857,0.797,95
sk하이닉스,2,2,0,0.714,0.697,44
hdr,1,0,1,0.143,0.622,2
inspection,1,0,1,0.143,0.622,1
resolution,1,0,1,0.143,0.622,1
메타,1,0,1,0.143,0.622,24
알파벳,1,0,1,0.143,0.622,6
양산,1,0,1,0.143,0.622,23
패드,1,0,1,0.143,0.622,3
lcd,2,0,2,0.857,0.593,14
디스플레이,4,3,1,2.571,0.549,242
xr,4,4,0,2.714,0.486,115
스마트폰,4,8,-4,2.714,0.486,92
bmw,1,0,1,0.286,0.465,9
proart,1,0,1,0.286,0.465,2
샤오미,1,0,1,0.286,0.465,9
픽셀,1,0,1,0.286,0.465,3
ppi,1,1,0,0.286,0.465,2
현대모비스,1,1,0,0.286,0.465,4
lg디스플레이,3,1,2,2.143,0.348,116
선익시스템,1,2,-1,0.429,0.345,10
벤츠,1,0,1,0.571,0.244,55
태블릿,1,0,1,0.571,0.244,18
레노버,1,3,-2,0.714,0.155,36
인텔,3,5,-2,2.714,0.108,58
boe,1,2,-1,0.857,0.074,14
기아,1,0,1,1.0,0.0,29
모니터,4,2,2,4.286,-0.093,81
공급망,2,2,0,2.286,-0.114,53
삼성디스플레이,1,2,-1,1.429,-0.195,88
tv,4,11,-7,6.143,-0.616,436
oled,5,20,-15,8.571,-0.909,365
애플,3,7,-4,7.286,-1.159,235
lg전자,1,10,-9,6.857,-1.619,199
삼성전자,9,35,-26,19.286,-1.908,657
