--- Sentiment Scaling Log (2026-02-01) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (XR_Device_Topic): score_raw=0.5000 -> score_final=0.5000
Topic 0 (XR_Device_Topic): score_raw=0.5046 -> score_final=0.5046
Topic 0 (XR_Device_Topic): score_raw=0.5032 -> score_final=0.5032
Topic 0 (XR_Device_Topic): score_raw=0.4947 -> score_final=0.4947
Topic 0 (XR_Device_Topic): score_raw=0.5014 -> score_final=0.5014
Topic 0 (XR_Device_Topic): score_raw=0.4966 -> score_final=0.4966
Topic 0 (XR_Device_Topic): score_raw=0.5005 -> score_final=0.5005
Topic 0 (XR_Device_Topic): score_raw=0.5026 -> score_final=0.5026
Topic 0 (XR_Device_Topic): score_raw=0.4953 -> score_final=0.4953
Topic 0 (XR_Device_Topic): score_raw=0.5092 -> score_final=0.5092
Topic 0 (XR_Device_Topic): score_raw=0.5100 -> score_final=0.5100
Topic 0 (XR_Device_Topic): score_raw=0.5082 -> score_final=0.5082
Topic 0 (XR_Device_Topic): score_raw=0.5025 -> score_final=0.5025
Topic 0 (XR_Device_Topic): score_raw=0.4926 -> score_final=0.4926
Topic 0 (XR_Device_Topic): score_raw=0.5024 -> score_final=0.5024
Topic 0 (XR_Device_Topic): score_raw=0.5067 -> score_final=0.5067
Topic 0 (XR_Device_Topic): score_raw=0.5025 -> score_final=0.5025
Topic 0 (XR_Device_Topic): score_raw=0.5114 -> score_final=0.5114
Topic 0 (XR_Device_Topic): score_raw=0.5005 -> score_final=0.5005
Topic 0 (XR_Device_Topic): score_raw=0.5030 -> score_final=0.5030
Topic 0 (XR_Device_Topic): score_raw=0.5058 -> score_final=0.5058
Topic 0 (XR_Device_Topic): score_raw=0.4999 -> score_final=0.4999
Topic 0 (XR_Device_Topic): score_raw=0.4993 -> score_final=0.4993
Topic 0 (XR_Device_Topic): score_raw=0.5028 -> score_final=0.5028
Topic 0 (XR_Device_Topic): score_raw=0.4974 -> score_final=0.4974
Topic 0 (XR_Device_Topic): score_raw=0.4996 -> score_final=0.4996
Topic 0 (XR_Device_Topic): score_raw=0.4962 -> score_final=0.4962
Topic 0 (XR_Device_Topic): score_raw=0.5102 -> score_final=0.5102
Topic 0 (XR_Device_Topic): score_raw=0.4908 -> score_final=0.4908
Topic 0 (XR_Device_Topic): score_raw=0.4979 -> score_final=0.4979
Topic 0 (XR_Device_Topic): score_raw=0.5031 -> score_final=0.5031
Topic 0 (XR_Device_Topic): score_raw=0.4996 -> score_final=0.4996
Topic 0 (XR_Device_Topic): score_raw=0.5026 -> score_final=0.5026
Topic 0 (XR_Device_Topic): score_raw=0.5038 -> score_final=0.5038
Topic 0 (XR_Device_Topic): score_raw=0.5030 -> score_final=0.5030
Topic 0 (XR_Device_Topic): score_raw=0.4981 -> score_final=0.4981
Topic 0 (XR_Device_Topic): score_raw=0.5053 -> score_final=0.5053
Topic 0 (XR_Device_Topic): score_raw=0.4980 -> score_final=0.4980
Topic 0 (XR_Device_Topic): score_raw=0.5058 -> score_final=0.5058
Topic 0 (XR_Device_Topic): score_raw=0.5075 -> score_final=0.5075
Topic 0 (XR_Device_Topic): score_raw=0.5038 -> score_final=0.5038
Topic 0 (XR_Device_Topic): score_raw=0.5008 -> score_final=0.5008
Topic 0 (XR_Device_Topic): score_raw=0.5008 -> score_final=0.5008
