term,cur,prev,diff,total,ma7,z_like
공급망,13,1,12,50,2.857,3.77
기아,3,0,3,37,0.714,1.239
아이폰,3,5,-2,82,2.571,0.165
노트북,3,2,1,106,3.429,-0.15
애플,3,5,-2,287,10.286,-1.732
삼성전자,3,11,-8,377,11.0,-1.853
구글,2,0,2,52,1.143,0.414
스마트폰,2,8,-6,110,4.0,-0.667
엔비디아,2,0,2,94,4.143,-0.706
디스플레이,2,3,-1,287,6.571,-1.283
lg전자,2,8,-6,260,10.143,-1.946
oled,2,7,-5,362,10.714,-2.039
갤럭시워치,1,0,1,4,0.143,0.622
8k,1,0,1,2,0.143,0.622
vr,1,1,0,3,0.286,0.465
소니,1,0,1,9,0.429,0.345
픽셀,1,2,-1,4,0.429,0.345
bmw,1,2,-1,14,0.714,0.155
아이패드,1,0,1,12,0.714,0.155
lcd,1,0,1,17,1.143,-0.069
양산,1,2,-1,28,1.286,-0.134
sk하이닉스,1,3,-2,125,4.0,-1.0
tv,1,5,-4,125,4.0,-1.0
lg디스플레이,1,6,-5,148,8.0,-1.828
갤럭시,1,5,-4,275,8.429,-1.903
