term,cur,prev,diff,ma7,z_like,total
현대모비스,2,0,2,0.571,0.814,5
qned,1,0,1,0.143,0.622,1
딥엑스,1,0,1,0.143,0.622,1
알파벳,1,0,1,0.286,0.465,7
메타,1,1,0,0.429,0.345,22
아마존,1,1,0,0.571,0.244,10
태블릿,1,1,0,0.714,0.155,20
사이니지,2,0,2,1.714,0.124,16
lcd,1,0,1,0.857,0.074,14
ar,1,1,0,1.0,0.0,32
스마트폰,3,3,0,3.571,-0.198,81
xr,2,2,0,2.571,-0.219,115
4k,1,0,1,1.571,-0.254,19
sk하이닉스,1,4,-3,1.714,-0.309,47
엔비디아,4,13,-9,5.571,-0.468,84
애플,4,4,0,5.714,-0.506,223
lg디스플레이,1,3,-2,2.429,-0.558,118
lg전자,8,14,-6,10.429,-0.574,227
노트북,2,2,0,4.0,-0.667,132
삼성전자,13,33,-20,17.857,-0.929,619
모니터,1,0,1,4.429,-1.104,78
tv,3,22,-19,7.286,-1.159,329
디스플레이,2,29,-27,8.0,-1.567,265
