term,cur,prev,diff,total,ma7,z_like
udc,8,0,8,9,1.143,3.314
도우인시스,4,0,4,5,0.571,1.953
기아,4,0,4,66,0.857,1.632
vr,2,0,2,14,0.429,0.95
asus,2,0,2,19,0.571,0.814
갤럭시z플립,1,0,1,1,0.143,0.622
intel,1,0,1,3,0.143,0.622
폭스바겐,1,0,1,3,0.143,0.622
tcl,2,2,0,10,1.0,0.5
아이맥,1,1,0,2,0.286,0.465
nvidia,1,0,1,8,0.286,0.465
메타,1,1,0,31,0.286,0.465
xr,5,2,3,104,3.714,0.439
엔비디아,3,2,1,87,2.143,0.348
노트북,3,2,1,94,2.286,0.284
아이패드,1,1,0,27,0.571,0.244
퀄컴,1,0,1,39,0.571,0.244
인텔,1,1,0,46,0.571,0.244
tsmc,1,0,1,25,0.714,0.155
올레드,1,0,1,18,1.0,0.0
lcd,3,3,0,48,4.714,-0.541
모바일,1,0,1,49,3.714,-0.927
