--- Sentiment Scaling Log (2025-12-18) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Display_Materials_Topic): score_raw=0.4690 -> score_final=0.4690
Topic 0 (Display_Materials_Topic): score_raw=0.4620 -> score_final=0.4620
Topic 0 (Display_Materials_Topic): score_raw=0.4548 -> score_final=0.4548
Topic 0 (Display_Materials_Topic): score_raw=0.4623 -> score_final=0.4623
Topic 0 (Display_Materials_Topic): score_raw=0.4645 -> score_final=0.4645
Topic 0 (Display_Materials_Topic): score_raw=0.4689 -> score_final=0.4689
Topic 0 (Display_Materials_Topic): score_raw=0.4593 -> score_final=0.4593
Topic 0 (Display_Materials_Topic): score_raw=0.4594 -> score_final=0.4594
Topic 0 (Display_Materials_Topic): score_raw=0.4517 -> score_final=0.4517
Topic 0 (Display_Materials_Topic): score_raw=0.4646 -> score_final=0.4646
Topic 0 (Display_Materials_Topic): score_raw=0.4611 -> score_final=0.4611
Topic 0 (Display_Materials_Topic): score_raw=0.4661 -> score_final=0.4661
Topic 0 (Display_Materials_Topic): score_raw=0.4714 -> score_final=0.4714
Topic 0 (Display_Materials_Topic): score_raw=0.4631 -> score_final=0.4631
Topic 0 (Display_Materials_Topic): score_raw=0.4646 -> score_final=0.4646
Topic 0 (Display_Materials_Topic): score_raw=0.4659 -> score_final=0.4659
Topic 0 (Display_Materials_Topic): score_raw=0.4672 -> score_final=0.4672
Topic 0 (Display_Materials_Topic): score_raw=0.4630 -> score_final=0.4630
Topic 0 (Display_Materials_Topic): score_raw=0.4637 -> score_final=0.4637
Topic 0 (Display_Materials_Topic): score_raw=0.4672 -> score_final=0.4672
Topic 0 (Display_Materials_Topic): score_raw=0.4664 -> score_final=0.4664
Topic 0 (Display_Materials_Topic): score_raw=0.4700 -> score_final=0.4700
Topic 0 (Display_Materials_Topic): score_raw=0.4530 -> score_final=0.4530
Topic 0 (Display_Materials_Topic): score_raw=0.4586 -> score_final=0.4586
Topic 0 (Display_Materials_Topic): score_raw=0.4668 -> score_final=0.4668
Topic 0 (Display_Materials_Topic): score_raw=0.4607 -> score_final=0.4607
Topic 0 (Display_Materials_Topic): score_raw=0.4638 -> score_final=0.4638
Topic 0 (Display_Materials_Topic): score_raw=0.4615 -> score_final=0.4615
Topic 0 (Display_Materials_Topic): score_raw=0.4628 -> score_final=0.4628
Topic 0 (Display_Materials_Topic): score_raw=0.4585 -> score_final=0.4585
Topic 0 (Display_Materials_Topic): score_raw=0.4603 -> score_final=0.4603
Topic 0 (Display_Materials_Topic): score_raw=0.4579 -> score_final=0.4579
Topic 0 (Display_Materials_Topic): score_raw=0.4800 -> score_final=0.4800
Topic 0 (Display_Materials_Topic): score_raw=0.4690 -> score_final=0.4690
Topic 0 (Display_Materials_Topic): score_raw=0.4589 -> score_final=0.4589
Topic 0 (Display_Materials_Topic): score_raw=0.4736 -> score_final=0.4736
Topic 0 (Display_Materials_Topic): score_raw=0.4666 -> score_final=0.4666
Topic 0 (Display_Materials_Topic): score_raw=0.4851 -> score_final=0.4851
Topic 0 (Display_Materials_Topic): score_raw=0.4632 -> score_final=0.4632
Topic 0 (Display_Materials_Topic): score_raw=0.4568 -> score_final=0.4568
Topic 0 (Display_Materials_Topic): score_raw=0.4729 -> score_final=0.4729
Topic 0 (Display_Materials_Topic): score_raw=0.4572 -> score_final=0.4572
