term,cur,prev,diff,total,ma7,z_like
엔비디아,45,2,43,104,13.714,6.652
lg전자,38,0,38,163,10.0,6.727
삼성전자,34,20,14,404,24.0,1.695
lg디스플레이,23,20,3,87,7.429,4.18
삼성디스플레이,19,0,19,41,3.143,5.719
애플,17,0,17,174,6.286,3.055
oled,17,8,9,196,9.714,1.77
아마존,13,0,13,22,3.143,3.555
tv,10,0,10,107,6.571,0.962
디스플레이,10,3,7,106,6.857,0.869
저비용,9,0,9,11,1.286,3.615
노트북,9,1,8,34,3.143,2.112
amd,8,2,6,35,1.714,2.722
현대차,8,0,8,35,2.429,2.178
모니터,7,0,7,52,1.714,2.289
공급망,7,3,4,23,2.0,2.071
lg화학,6,5,1,15,1.857,1.753
사이니지,4,0,4,5,0.571,1.953
sk하이닉스,4,0,4,40,2.0,0.828
스마트폰,4,0,4,43,2.429,0.614
xr,4,1,3,99,4.857,-0.268
nvidia,3,0,3,4,0.571,1.383
아이폰,3,0,3,50,1.143,0.898
hp,3,1,2,14,1.286,0.803
소니,2,0,2,4,0.286,1.117
uhd,2,0,2,2,0.286,1.117
asus,2,0,2,6,0.571,0.814
화웨이,2,0,2,10,0.857,0.593
현대모비스,2,0,2,21,1.143,0.414
아이패드,2,0,2,38,1.286,0.335
asp,1,0,1,2,0.143,0.622
갤럭시북,1,0,1,1,0.143,0.622
ar,1,0,1,16,0.286,0.465
벤츠,1,0,1,5,0.429,0.345
메타,1,1,0,8,0.714,0.155
한화솔루션,1,0,1,6,0.857,0.074
모바일,1,0,1,15,1.143,-0.069
레노버,1,0,1,25,3.0,-0.732
