term,cur,prev,diff,total,ma7,z_like
oled,66,16,50,396,16.0,10.0
폴더블,32,5,27,241,8.143,6.191
디스플레이,22,7,15,245,8.143,3.596
삼성전자,20,40,-20,368,17.857,0.41
엔비디아,17,4,13,109,7.143,2.684
삼성디스플레이,11,2,9,49,2.143,3.595
lg전자,10,8,2,270,9.143,0.213
tv,8,40,-32,194,9.571,-0.384
텐센트,6,0,6,7,0.857,2.67
lg디스플레이,6,1,5,160,3.143,1.03
스마트폰,4,3,1,92,3.143,0.309
애플,4,8,-4,285,8.857,-1.222
스트레처블,3,0,3,3,0.429,1.554
xr,3,4,-1,68,2.429,0.223
양산,3,1,2,68,3.286,-0.102
fmm,2,1,1,5,0.429,0.95
메타,2,1,1,31,0.857,0.593
sk하이닉스,2,4,-2,93,1.571,0.19
아이폰,2,3,-1,76,3.0,-0.366
구글,2,4,-2,94,3.429,-0.501
하이센스,1,0,1,10,0.143,0.622
스마트워치,1,0,1,8,0.143,0.622
고효율,1,0,1,5,0.143,0.622
바이두,1,0,1,1,0.143,0.622
기아,1,1,0,28,0.286,0.465
올레드,1,0,1,13,0.286,0.465
vr,1,0,1,11,0.286,0.465
dell,1,1,0,4,0.286,0.465
hp,1,0,1,42,0.429,0.345
4k,1,0,1,5,0.571,0.244
공급망,1,1,0,52,0.857,0.074
갤럭시,1,4,-3,249,2.0,-0.414
노트북,1,2,-1,83,2.429,-0.558
lcd,1,16,-15,35,2.429,-0.558
tcl,1,16,-15,20,2.429,-0.558
모니터,1,1,0,94,3.857,-0.964
