term,cur,prev,diff,total,ma7,z_like
삼성디스플레이,11,2,9,49,2.143,3.595
텐센트,6,0,6,7,0.857,2.67
스트레처블,3,0,3,3,0.429,1.554
lg디스플레이,6,1,5,160,3.143,1.03
fmm,2,1,1,5,0.429,0.95
바이두,1,0,1,1,0.143,0.622
고효율,1,0,1,5,0.143,0.622
스마트워치,1,0,1,8,0.143,0.622
하이센스,1,0,1,10,0.143,0.622
메타,2,1,1,31,0.857,0.593
dell,1,1,0,4,0.286,0.465
vr,1,0,1,11,0.286,0.465
올레드,1,0,1,13,0.286,0.465
기아,1,1,0,28,0.286,0.465
hp,1,0,1,42,0.429,0.345
스마트폰,4,3,1,92,3.143,0.309
4k,1,0,1,5,0.571,0.244
공급망,1,1,0,52,0.857,0.074
양산,3,1,2,68,3.286,-0.102
모니터,1,1,0,94,3.857,-0.964
