term,cur,prev,diff,total,ma7,z_like
oled,19,8,11,356,7.143,3.229
디스플레이,14,3,11,240,3.571,3.609
lg전자,14,7,7,275,9.714,1.041
lg디스플레이,12,0,12,143,2.714,3.507
폴더블,12,31,-19,233,9.286,0.671
모니터,9,5,4,85,3.286,2.032
삼성전자,9,40,-31,325,10.857,-0.432
아이폰,8,2,6,68,3.0,1.83
tv,8,13,-5,159,8.429,-0.11
애플,8,15,-7,292,13.429,-1.164
구글,5,3,2,80,3.714,0.439
설비투자,4,0,4,7,0.714,1.781
엔비디아,4,0,4,89,1.857,0.907
갤럭시,4,2,2,296,6.571,-0.722
tsmc,3,1,2,23,0.714,1.239
boe,3,1,2,15,0.714,1.239
스마트폰,3,5,-2,106,3.0,0.0
sk하이닉스,3,3,0,99,3.714,-0.244
픽셀,2,0,2,7,0.286,1.117
아마존,2,1,1,29,0.429,0.95
sharp,2,0,2,20,0.429,0.95
삼성디스플레이,2,1,1,59,0.714,0.697
lcd,2,0,2,21,0.714,0.697
hp,2,1,1,56,1.286,0.335
양산,2,3,-1,49,2.714,-0.27
마이크로소프트,1,0,1,8,0.143,0.622
아이맥,1,0,1,4,0.143,0.622
capex,1,0,1,2,0.143,0.622
rollable,1,0,1,1,0.143,0.622
발광층,1,0,1,1,0.143,0.622
수율,1,1,0,6,0.286,0.465
소니,1,0,1,12,0.571,0.244
샤오미,1,1,0,11,0.571,0.244
asus,1,0,1,10,0.714,0.155
맥북,1,0,1,15,0.857,0.074
모바일,1,4,-3,44,1.0,0.0
메타,1,0,1,27,1.0,0.0
ar,1,6,-5,58,1.571,-0.254
카카오,1,0,1,20,1.857,-0.363
노트북,1,2,-1,104,2.286,-0.512
xr,1,4,-3,81,2.429,-0.558
인텔,1,2,-1,39,2.714,-0.648
