term,cur,prev,diff,ma7,z_like,total
byd,2,0,2,0.571,0.814,12
lcd,1,0,1,0.143,0.622,18
갤럭시,4,1,3,2.714,0.486,81
폭스바겐,1,1,0,0.286,0.465,5
맥북,1,0,1,0.571,0.244,14
lg디스플레이,2,0,2,1.571,0.19,123
아이폰,3,1,2,2.571,0.165,110
boe,1,2,-1,0.714,0.155,23
올레드,2,0,2,1.714,0.124,30
구글,2,1,1,1.857,0.06,53
lg전자,8,5,3,7.857,0.038,234
sk하이닉스,1,0,1,1.0,0.0,81
아이패드,1,0,1,1.0,0.0,13
모바일,1,0,1,1.143,-0.069,39
애플,8,15,-7,8.429,-0.11,258
메타,1,1,0,1.286,-0.134,31
엔비디아,1,1,0,2.286,-0.512,84
모니터,1,1,0,2.571,-0.604,90
폴더블,1,0,1,2.714,-0.648,154
xr,1,2,-1,2.857,-0.69,119
디스플레이,3,0,3,7.429,-1.189,247
oled,4,0,4,9.0,-1.25,339
tv,8,34,-26,15.714,-1.554,410
삼성전자,4,33,-29,27.429,-3.756,597
