cluster_id,keywords
0,중국
1,"부사장, 인사, 사장, 자회사, 역할, 회사, 대상, 결정, 업무, 상무"
2,"결과, 계획, 가능, 목표, 준비, 다음, 반응"
3,"스마트폰, 반도체, 개발, 효율, 모니터, 카메라, 생산, 설계, 소재, 품질, 환경, 전기차, 특허, 기술력, 인프라, 체제, 시스템, 이용"
4,애플
5,겨울
6,"기부, 투자"
7,"갤럭시, 폴더블, 공정, 구글, 메모리, 뷰티, 양산, 미국, 신규, 문제, 최초, 시간, 유럽, 상품, 패널, 점유율, 연말, 공식, 수준, 신제품, 비용, 라인, 정보, 변화, 매출, 지원, 인기, 경쟁력, 그룹, 프리미엄, 증가"
