cluster_id,keywords
0,"스마트폰, 갤럭시, 배터리"
1,"통합, 선정, 준비, 최초, 예정"
2,"반도체, 노트북"
3,"미국, 전년, 폴더블, 공간, 솔루션, 유럽, 대형, 밀라노, 경험, 오후, 지난달, 태양광, 올림픽, 11번, 구조, 협력사, 인기, 책임, 많이, 지속, 변화, 전환, 유지, 기대, 대규모, 이들, 제안, 각국, 게임, 이제, 연결, 넘어, 양산, 외교, 신규, 활용해, 포기, 선물, 작년, 전망, 메모리, 등록, 코오롱베니트, 개선"
4,"개발, 수익, 증가, 에너지, 인프라, 성장, 투자, 점유율"
5,"매출, 수출, 할인, 소비, 판매"
6,"애플, 생산, 분석, 차량용, 환경, 기술력, 회사, 전기차, 특허, 모듈, 제조, 매장, 설계, 적용, 화장품, 공장, 작업, 시스템, 브랜드, 플랫폼, 기업들"
7,중국
