term,cur,prev,diff,ma7,z_like,total,date
선익시스템,11,1,10,2.0,3.728,21,2026-02-06
boe,6,1,5,1.143,2.348,23,2026-02-06
byd,5,0,5,0.714,2.323,11,2026-02-06
퀄컴,3,0,3,0.429,1.554,18,2026-02-06
xr,6,4,2,2.286,1.479,54,2026-02-06
소니,4,0,4,1.143,1.381,88,2026-02-06
삼성전자,29,13,16,23.286,0.981,439,2026-02-06
ar,3,0,3,1.143,0.898,37,2026-02-06
양산,5,3,2,2.714,0.863,58,2026-02-06
구글,3,1,2,1.571,0.634,65,2026-02-06
qled,1,0,1,0.143,0.622,3,2026-02-06
오포,1,0,1,0.143,0.622,3,2026-02-06
bmw,1,0,1,0.286,0.465,5,2026-02-06
sharp,1,0,1,0.286,0.465,4,2026-02-06
tv,13,9,4,11.429,0.359,427,2026-02-06
tsmc,1,0,1,0.429,0.345,26,2026-02-06
태블릿,1,0,1,0.429,0.345,14,2026-02-06
스마트폰,3,1,2,2.286,0.284,103,2026-02-06
tcl,4,5,-1,3.571,0.148,124,2026-02-06
폴더블,2,3,-1,1.714,0.124,57,2026-02-06
hp,2,6,-4,2.143,-0.058,79,2026-02-06
sk하이닉스,1,3,-2,1.571,-0.254,56,2026-02-06
노트북,2,3,-1,3.0,-0.366,138,2026-02-06
애플,4,7,-3,5.286,-0.39,173,2026-02-06
아이폰,1,4,-3,2.714,-0.648,65,2026-02-06
인텔,1,5,-4,3.143,-0.773,100,2026-02-06
현대모비스,1,1,0,3.571,-0.89,53,2026-02-06
oled,3,4,-1,6.143,-0.904,334,2026-02-06
벤츠,1,1,0,3.714,-0.927,52,2026-02-06
디스플레이,3,8,-5,11.0,-1.853,246,2026-02-06
lg전자,4,9,-5,14.286,-2.152,337,2026-02-06
xr,11,6,5,3.571,2.571,65,2026-02-07
태블릿,5,1,4,1.143,1.864,19,2026-02-07
한미반도체,2,0,2,0.286,1.117,4,2026-02-07
폴더블,5,2,3,2.429,1.005,53,2026-02-07
한화솔루션,2,0,2,0.429,0.95,3,2026-02-07
갤럭시,5,0,5,2.571,0.933,92,2026-02-07
엔비디아,4,0,4,2.0,0.828,70,2026-02-07
boe,3,6,-3,1.571,0.634,23,2026-02-07
dell,1,0,1,0.143,0.622,1,2026-02-07
도우인시스,1,0,1,0.143,0.622,3,2026-02-07
딥엑스,1,0,1,0.143,0.622,2,2026-02-07
원익ips,1,0,1,0.143,0.622,2,2026-02-07
선익시스템,4,11,-7,2.571,0.549,25,2026-02-07
레노버,1,0,1,0.286,0.465,88,2026-02-07
아마존,1,0,1,0.286,0.465,9,2026-02-07
아이패드,1,0,1,0.286,0.465,6,2026-02-07
증착기,1,0,1,0.286,0.465,4,2026-02-07
애플,6,4,2,4.857,0.357,173,2026-02-07
asus,1,0,1,0.429,0.345,17,2026-02-07
사이니지,1,0,1,0.429,0.345,20,2026-02-07
sharp,1,1,0,0.429,0.345,5,2026-02-07
모니터,2,0,2,1.429,0.26,101,2026-02-07
ar,2,3,-1,1.429,0.26,37,2026-02-07
현대모비스,5,1,4,4.286,0.233,57,2026-02-07
hp,3,2,1,2.429,0.223,78,2026-02-07
sk하이닉스,2,1,1,1.571,0.19,58,2026-02-07
스마트폰,2,3,-1,1.857,0.06,104,2026-02-07
양산,2,5,-3,1.857,0.06,60,2026-02-07
모바일,1,0,1,1.0,0.0,31,2026-02-07
구글,1,3,-2,1.286,-0.134,65,2026-02-07
소니,1,4,-3,1.286,-0.134,88,2026-02-07
아이폰,2,1,1,2.571,-0.219,65,2026-02-07
노트북,2,2,0,2.857,-0.319,131,2026-02-07
lg디스플레이,2,0,2,3.0,-0.366,110,2026-02-07
삼성전자,12,29,-17,14.143,-0.45,419,2026-02-07
oled,3,3,0,5.286,-0.693,322,2026-02-07
tv,3,13,-10,9.571,-1.605,409,2026-02-07
디스플레이,2,3,-1,10.429,-1.993,242,2026-02-07
lg전자,3,4,-1,12.714,-2.128,333,2026-02-07
봉지,1,0,1,0.143,0.622,2,2026-02-08
프로아트,1,0,1,0.143,0.622,1,2026-02-08
스마트폰,4,2,2,2.429,0.614,106,2026-02-08
sk하이닉스,3,2,1,1.857,0.484,59,2026-02-08
도우인시스,1,1,0,0.286,0.465,4,2026-02-08
원익ips,1,1,0,0.286,0.465,3,2026-02-08
기아,1,0,1,0.429,0.345,69,2026-02-08
아마존,1,1,0,0.429,0.345,10,2026-02-08
애플,6,6,0,5.0,0.309,176,2026-02-08
sharp,1,1,0,0.571,0.244,6,2026-02-08
사이니지,1,1,0,0.571,0.244,21,2026-02-08
byd,1,0,1,0.857,0.074,12,2026-02-08
엔비디아,2,4,-2,2.286,-0.114,62,2026-02-08
구글,1,1,0,1.286,-0.134,63,2026-02-08
모니터,1,2,-1,1.429,-0.195,99,2026-02-08
boe,1,3,-2,1.714,-0.309,24,2026-02-08
인텔,1,0,1,2.286,-0.512,94,2026-02-08
폴더블,1,5,-4,2.286,-0.512,50,2026-02-08
아이폰,1,2,-1,2.429,-0.558,65,2026-02-08
노트북,1,2,-1,2.571,-0.604,131,2026-02-08
갤럭시,1,5,-4,2.571,-0.604,92,2026-02-08
xr,1,11,-10,3.714,-0.927,65,2026-02-08
tv,4,3,1,8.286,-1.105,395,2026-02-08
lg전자,2,3,-1,7.857,-1.54,305,2026-02-08
삼성전자,3,12,-9,13.286,-2.214,397,2026-02-08
사이니지,4,1,3,1.143,1.381,25,2026-02-09
모바일,2,0,2,0.714,0.697,27,2026-02-09
퀄컴,2,0,2,0.714,0.697,10,2026-02-09
구글,3,1,2,1.571,0.634,65,2026-02-09
sk온,1,0,1,0.143,0.622,1,2026-02-09
마이크로소프트,1,0,1,0.143,0.622,3,2026-02-09
화웨이,1,0,1,0.143,0.622,3,2026-02-09
삼성전자,18,3,15,15.429,0.522,413,2026-02-09
공급망,1,0,1,0.286,0.465,12,2026-02-09
tsmc,1,0,1,0.429,0.345,25,2026-02-09
양산,3,0,3,2.286,0.284,61,2026-02-09
oled,6,0,6,5.429,0.172,305,2026-02-09
hp,3,0,3,2.571,0.165,80,2026-02-09
lcd,1,0,1,0.714,0.155,26,2026-02-09
lg디스플레이,3,0,3,2.714,0.108,101,2026-02-09
byd,1,1,0,1.0,0.0,13,2026-02-09
sk하이닉스,2,3,-1,2.0,0.0,60,2026-02-09
ar,1,0,1,1.286,-0.134,36,2026-02-09
모니터,1,1,0,1.429,-0.195,82,2026-02-09
엔비디아,2,2,0,2.571,-0.219,60,2026-02-09
애플,4,6,-2,4.857,-0.268,170,2026-02-09
갤럭시,2,1,1,2.714,-0.27,93,2026-02-09
xr,3,1,2,4.143,-0.377,67,2026-02-09
lg전자,6,2,4,7.429,-0.383,287,2026-02-09
폴더블,1,1,0,2.429,-0.558,48,2026-02-09
노트북,1,1,0,2.714,-0.648,129,2026-02-09
현대모비스,1,0,1,3.857,-0.964,51,2026-02-09
tv,3,4,-1,7.857,-1.277,386,2026-02-09
디스플레이,1,0,1,10.143,-2.185,233,2026-02-09
lcd,27,1,26,4.571,7.147,53,2026-02-10
lg디스플레이,25,3,22,4.571,6.51,126,2026-02-10
한미반도체,15,0,15,2.429,4.914,19,2026-02-10
아이폰,9,0,9,3.286,2.032,69,2026-02-10
삼성디스플레이,2,0,2,0.286,1.117,57,2026-02-10
맥북,3,0,3,1.0,1.0,18,2026-02-10
메타,2,0,2,0.429,0.95,26,2026-02-10
모니터,4,1,3,1.857,0.907,85,2026-02-10
tcl,4,0,4,2.0,0.828,118,2026-02-10
asus,2,0,2,0.571,0.814,18,2026-02-10
벤큐,2,0,2,0.571,0.814,9,2026-02-10
아이패드,2,0,2,0.571,0.814,8,2026-02-10
공급망,2,1,1,0.571,0.814,14,2026-02-10
생산능력,1,0,1,0.143,0.622,4,2026-02-10
하이센스,1,0,1,0.143,0.622,16,2026-02-10
노트북,4,1,3,2.714,0.486,131,2026-02-10
애플,7,4,3,5.429,0.472,174,2026-02-10
엔비디아,4,2,2,3.0,0.366,63,2026-02-10
삼성전자,18,18,0,16.571,0.282,413,2026-02-10
한화솔루션,1,0,1,0.571,0.244,4,2026-02-10
고성능,1,0,1,0.714,0.155,30,2026-02-10
모바일,1,2,-1,0.714,0.155,28,2026-02-10
스마트폰,2,0,2,1.714,0.124,98,2026-02-10
소니,1,0,1,1.0,0.0,85,2026-02-10
byd,1,1,0,1.143,-0.069,14,2026-02-10
ar,1,1,0,1.286,-0.134,37,2026-02-10
oled,4,6,-2,4.429,-0.138,308,2026-02-10
갤럭시,2,2,0,2.571,-0.219,90,2026-02-10
폴더블,2,1,1,2.714,-0.27,48,2026-02-10
hp,2,3,-1,2.857,-0.319,82,2026-02-10
sk하이닉스,1,2,-1,2.0,-0.414,61,2026-02-10
양산,1,3,-2,2.429,-0.558,61,2026-02-10
tv,5,3,2,7.286,-0.618,388,2026-02-10
xr,2,3,-1,4.429,-0.782,68,2026-02-10
lg전자,3,6,-3,7.429,-1.189,286,2026-02-10
디스플레이,2,1,1,10.143,-1.946,234,2026-02-10
oled,11,4,7,4.429,2.117,288,2026-02-11
ar,6,1,5,1.857,1.753,43,2026-02-11
lcd,12,27,-15,6.143,1.684,65,2026-02-11
디스플레이,7,2,5,3.286,1.321,219,2026-02-11
메타,3,2,1,0.857,1.113,29,2026-02-11
구글,4,0,4,1.857,0.907,67,2026-02-11
아이패드,2,2,0,0.714,0.697,10,2026-02-11
시스코,1,0,1,0.143,0.622,1,2026-02-11
퓨리오사,1,0,1,0.143,0.622,2,2026-02-11
픽셀,1,0,1,0.143,0.622,3,2026-02-11
레노버,1,0,1,0.286,0.465,53,2026-02-11
오포,1,0,1,0.286,0.465,3,2026-02-11
한화시스템,1,0,1,0.286,0.465,4,2026-02-11
boe,3,0,3,2.0,0.414,27,2026-02-11
카카오,3,0,3,2.143,0.348,22,2026-02-11
tsmc,1,0,1,0.429,0.345,25,2026-02-11
아마존,1,0,1,0.429,0.345,10,2026-02-11
애플,7,7,0,5.857,0.334,177,2026-02-11
폴더블,3,2,1,2.429,0.223,50,2026-02-11
tv,7,5,2,6.286,0.204,384,2026-02-11
모바일,1,1,0,0.714,0.155,28,2026-02-11
태블릿,1,0,1,1.0,0.0,20,2026-02-11
소니,1,1,0,1.0,0.0,86,2026-02-11
lg디스플레이,5,25,-20,5.0,0.0,131,2026-02-11
노트북,2,4,-2,2.143,-0.058,126,2026-02-11
맥북,1,3,-2,1.143,-0.069,19,2026-02-11
양산,2,1,1,2.286,-0.114,63,2026-02-11
갤럭시,2,2,0,2.286,-0.114,90,2026-02-11
byd,1,1,0,1.286,-0.134,15,2026-02-11
xr,4,2,2,4.429,-0.138,68,2026-02-11
모니터,1,4,-3,1.429,-0.195,81,2026-02-11
아이폰,2,9,-7,2.714,-0.27,70,2026-02-11
sk하이닉스,1,1,0,1.857,-0.363,61,2026-02-11
스마트폰,1,2,-1,1.857,-0.363,94,2026-02-11
lg전자,3,3,0,4.286,-0.419,262,2026-02-11
엔비디아,1,4,-3,2.571,-0.604,63,2026-02-11
삼성전자,7,18,-11,14.286,-1.524,412,2026-02-11
lg전자,13,3,10,4.857,2.542,261,2026-02-12
oled,11,11,0,5.429,1.673,282,2026-02-12
sk하이닉스,6,1,5,2.286,1.479,64,2026-02-12
인텔,3,0,3,0.714,1.239,91,2026-02-12
노트북,5,2,3,2.429,1.005,122,2026-02-12
생산능력,2,0,2,0.429,0.95,5,2026-02-12
한화솔루션,2,0,2,0.714,0.697,6,2026-02-12
갤럭시,4,2,2,2.286,0.682,75,2026-02-12
csot,1,0,1,0.143,0.622,4,2026-02-12
nvidia,1,0,1,0.143,0.622,1,2026-02-12
고효율,1,0,1,0.143,0.622,14,2026-02-12
샤프,1,0,1,0.143,0.622,2,2026-02-12
저전력,1,0,1,0.143,0.622,1,2026-02-12
엔비디아,4,1,3,2.429,0.614,62,2026-02-12
디스플레이,4,7,-3,2.714,0.486,213,2026-02-12
bmw,1,0,1,0.286,0.465,6,2026-02-12
벤츠,1,0,1,0.286,0.465,53,2026-02-12
오포,1,1,0,0.429,0.345,3,2026-02-12
