term,cur,prev,diff,ma7,z_like,total
샤오미,18,1,17,3.0,5.49,24
스마트폰,9,6,3,4.857,1.293,77
한미반도체,3,1,2,1.0,1.0,28
요가,3,0,3,1.286,0.803,9
사이니지,1,0,1,0.143,0.622,9
오포,1,0,1,0.143,0.622,4
태블릿,1,0,1,0.143,0.622,11
패드,1,0,1,0.143,0.622,3
구글,3,5,-2,2.0,0.414,61
tsmc,1,0,1,0.429,0.345,11
sharp,1,1,0,0.429,0.345,10
하이센스,1,1,0,0.429,0.345,12
ppi,1,2,-1,0.429,0.345,4
필립스,1,0,1,0.571,0.244,4
dell,1,3,-2,0.571,0.244,5
nvidia,1,2,-1,0.714,0.155,8
맥북,1,1,0,0.857,0.074,25
폴더블,1,3,-2,1.0,0.0,51
sk하이닉스,1,0,1,1.286,-0.134,50
아이폰,1,1,0,1.571,-0.254,56
lg전자,9,5,4,10.286,-0.306,254
애플,4,6,-2,5.0,-0.309,168
노트북,3,3,0,5.286,-0.693,101
xr,1,2,-1,3.143,-0.773,72
hp,1,2,-1,3.429,-0.852,50
모니터,4,14,-10,7.143,-0.856,101
디스플레이,4,10,-6,11.429,-1.696,253
tv,4,10,-6,12.571,-1.886,302
엔비디아,1,3,-2,9.143,-2.024,105
삼성전자,2,24,-22,12.571,-2.326,358
oled,3,10,-7,16.143,-2.619,282
갤럭시,3,14,-11,17.857,-2.843,187
