term,cur,prev,diff,total,ma7,z_like
갤럭시탭,1,0,1,1,0.143,0.622
패드,1,0,1,2,0.143,0.622
바이두,1,0,1,3,0.143,0.622
비보,1,0,1,3,0.143,0.622
픽셀,1,0,1,2,0.286,0.465
csot,1,1,0,5,0.429,0.345
폭스바겐,1,0,1,6,0.429,0.345
byd,1,0,1,16,0.429,0.345
태블릿,1,0,1,11,0.571,0.244
벤츠,1,0,1,31,0.571,0.244
boe,1,1,0,24,1.0,0.0
인텔,1,0,1,27,1.0,0.0
스마트폰,4,3,1,99,4.286,-0.093
고효율,1,0,1,21,1.429,-0.195
ar,1,1,0,47,1.571,-0.254
lcd,2,2,0,33,2.714,-0.27
구글,1,0,1,54,1.714,-0.309
엔비디아,2,2,0,171,3.286,-0.457
공급망,1,1,0,58,2.429,-0.558
모니터,1,1,0,165,2.429,-0.558
노트북,1,0,1,137,4.143,-1.035
lg디스플레이,1,0,1,68,5.0,-1.236
oled,5,3,2,261,10.286,-1.256
