term,cur,prev,diff,ma7,z_like,total,date
삼성디스플레이,19,1,18,3.286,5.587,108,2026-04-17
tv,48,75,-27,22.0,4.569,428,2026-04-17
삼성전자,42,45,-3,19.0,4.292,524,2026-04-17
모바일,6,1,5,1.429,2.082,70,2026-04-17
lg화학,4,0,4,0.571,1.953,44,2026-04-17
tsmc,6,1,5,2.0,1.657,17,2026-04-17
oled,17,11,6,10.143,1.639,330,2026-04-17
구글,5,1,4,1.857,1.33,79,2026-04-17
byd,2,0,2,0.429,0.95,7,2026-04-17
양산,4,4,0,1.857,0.907,91,2026-04-17
boe,2,0,2,0.571,0.814,27,2026-04-17
아이패드,2,2,0,0.571,0.814,7,2026-04-17
엔비디아,10,15,-5,7.143,0.778,128,2026-04-17
스마트폰,8,9,-1,5.429,0.772,119,2026-04-17
오포,1,0,1,0.143,0.622,5,2026-04-17
증착,1,0,1,0.143,0.622,1,2026-04-17
증착기,1,0,1,0.143,0.622,1,2026-04-17
태블릿,1,0,1,0.143,0.622,13,2026-04-17
터치id,1,0,1,0.143,0.622,3,2026-04-17
패드,1,0,1,0.143,0.622,1,2026-04-17
현대모비스,1,0,1,0.143,0.622,20,2026-04-17
고성능,1,0,1,0.286,0.465,26,2026-04-17
마이크로소프트,1,0,1,0.286,0.465,3,2026-04-17
한화솔루션,1,0,1,0.286,0.465,10,2026-04-17
선익시스템,1,0,1,0.429,0.345,18,2026-04-17
수율,1,1,0,0.429,0.345,11,2026-04-17
sk하이닉스,3,0,3,2.286,0.284,83,2026-04-17
qled,1,0,1,0.571,0.244,10,2026-04-17
맥북,1,0,1,0.571,0.244,18,2026-04-17
소니,1,3,-2,0.571,0.244,38,2026-04-17
lg디스플레이,2,2,0,1.714,0.124,130,2026-04-17
xr,3,2,1,2.857,0.053,106,2026-04-17
공급망,1,0,1,1.143,-0.069,28,2026-04-17
폴더블,6,5,1,6.286,-0.081,157,2026-04-17
메타,1,2,-1,1.286,-0.134,32,2026-04-17
디스플레이,4,7,-3,4.429,-0.138,174,2026-04-17
애플,7,8,-1,8.0,-0.261,273,2026-04-17
화웨이,1,1,0,1.714,-0.309,22,2026-04-17
갤럭시,1,3,-2,2.429,-0.558,93,2026-04-17
아이폰,2,1,1,4.0,-0.667,136,2026-04-17
tcl,1,1,0,2.857,-0.69,64,2026-04-17
모니터,1,6,-5,2.857,-0.69,185,2026-04-17
노트북,2,4,-2,5.857,-1.128,153,2026-04-17
lg전자,1,4,-3,6.571,-1.563,279,2026-04-17
