term,cur,prev,diff,ma7,z_like,total
설비투자,4,0,4,0.714,1.781,7
boe,3,1,2,0.714,1.239,15
tsmc,3,1,2,0.714,1.239,23
픽셀,2,0,2,0.286,1.117,7
sharp,2,0,2,0.429,0.95,20
