semantic_key,monthly_avg_sentiment
Automotive_Topic,0.5075
Flexible_Display_Topic,0.7403
Foldable_Display_Topic,0.7549
OLED_Topic,0.5027
Panel_Manufacturer,0.7087
Set_Manufacturer,0.9965
TV_Display_Topic,0.9959
Uncategorized,0.4904
