org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,3,829.3356,0.0614,0.6437,829.3356
AMD,0,670.6143,0.0169,0.5205,670.6143
AMD,1,574.4197,0.0157,0.4458,574.4197
AMD,2,222.1304,0.0231,0.1724,222.1304
AMD,6,215.7509,0.0190,0.1675,215.7509
AMD,7,180.9114,0.0158,0.1404,180.9114
AMD,4,174.5246,0.0188,0.1355,174.5246
AMD,10,142.7883,0.0331,0.1108,142.7883
AMD,5,80.4196,0.0120,0.0624,80.4196
AMD,8,70.5570,0.0176,0.0548,70.5570
AMD,9,39.5205,0.0179,0.0307,39.5205
ASE,0,72.8331,0.0018,0.6612,72.8331
ASE,1,71.4589,0.0019,0.6487,71.4589
ASE,6,23.3616,0.0021,0.2121,23.3616
ASE,7,19.4081,0.0017,0.1762,19.4081
ASE,4,17.8647,0.0019,0.1622,17.8647
ASE,3,15.8034,0.0012,0.1435,15.8034
ASE,5,9.7902,0.0015,0.0889,9.7902
ASE,10,8.3178,0.0019,0.0755,8.3178
ASE,2,6.4076,0.0007,0.0582,6.4076
ASE,8,4.2334,0.0011,0.0384,4.2334
ASE,9,2.9274,0.0013,0.0266,2.9274
ASUS,3,290.6454,0.0215,0.6470,290.6454
ASUS,0,267.2838,0.0067,0.5950,267.2838
ASUS,1,178.6473,0.0049,0.3977,178.6473
ASUS,2,63.3641,0.0066,0.1411,63.3641
ASUS,6,57.0297,0.0050,0.1270,57.0297
ASUS,10,53.3723,0.0124,0.1188,53.3723
ASUS,4,42.6005,0.0046,0.0948,42.6005
ASUS,9,24.8833,0.0113,0.0554,24.8833
ASUS,5,24.4755,0.0036,0.0545,24.4755
ASUS,8,23.9894,0.0060,0.0534,23.9894
ASUS,7,15.2492,0.0013,0.0339,15.2492
AUO,0,126.4273,0.0032,0.6898,126.4273
AUO,1,111.9981,0.0031,0.6111,111.9981
AUO,7,40.8957,0.0036,0.2231,40.8957
AUO,6,40.5392,0.0036,0.2212,40.5392
AUO,3,30.2326,0.0022,0.1649,30.2326
AUO,4,18.5518,0.0020,0.1012,18.5518
AUO,2,14.9511,0.0016,0.0816,14.9511
AUO,5,10.4895,0.0016,0.0572,10.4895
AUO,8,9.1724,0.0023,0.0500,9.1724
AUO,10,6.9315,0.0016,0.0378,6.9315
AUO,9,5.1230,0.0023,0.0280,5.1230
Acer,3,109.9368,0.0081,0.6606,109.9368
Acer,0,92.0721,0.0023,0.5532,92.0721
Acer,1,74.2073,0.0020,0.4459,74.2073
Acer,2,28.4783,0.0030,0.1711,28.4783
Acer,10,18.0218,0.0042,0.1083,18.0218
Acer,9,13.9054,0.0063,0.0836,13.9054
Acer,5,11.8881,0.0018,0.0714,11.8881
Acer,4,9.6195,0.0010,0.0578,9.6195
Acer,7,5.5452,0.0005,0.0333,5.5452
Acer,8,4.9390,0.0012,0.0297,4.9390
Acer,6,2.7484,0.0002,0.0165,2.7484
Amkor,0,19.9260,0.0005,0.6688,19.9260
Amkor,1,17.8647,0.0005,0.5996,17.8647
Amkor,7,7.6246,0.0007,0.2559,7.6246
Amkor,6,6.8710,0.0006,0.2306,6.8710
Amkor,4,5.4968,0.0006,0.1845,5.4968
Amkor,3,4.8097,0.0004,0.1614,4.8097
Amkor,8,2.1167,0.0005,0.0710,2.1167
Amkor,5,2.0979,0.0003,0.0704,2.0979
Amkor,2,1.4239,0.0001,0.0478,1.4239
Amkor,10,1.3863,0.0003,0.0465,1.3863
Apple,0,83.8268,0.0021,0.6469,83.8268
Apple,1,65.2750,0.0018,0.5037,65.2750
Apple,4,53.5942,0.0058,0.4136,53.5942
Apple,3,28.1713,0.0021,0.2174,28.1713
Apple,6,24.7358,0.0022,0.1909,24.7358
Apple,7,24.2602,0.0021,0.1872,24.2602
Apple,10,17.3287,0.0040,0.1337,17.3287
Apple,5,11.1888,0.0017,0.0863,11.1888
Apple,8,10.5835,0.0026,0.0817,10.5835
Apple,2,9.9674,0.0010,0.0769,9.9674
Apple,9,1.4637,0.0007,0.0113,1.4637
BMW,0,528.3836,0.0133,0.6943,528.3836
BMW,1,461.7345,0.0126,0.6067,461.7345
BMW,6,172.4633,0.0152,0.2266,172.4633
BMW,2,125.3043,0.0130,0.1646,125.3043
BMW,7,124.0733,0.0109,0.1630,124.0733
BMW,3,103.0657,0.0076,0.1354,103.0657
BMW,4,75.5815,0.0081,0.0993,75.5815
BMW,8,59.2679,0.0148,0.0779,59.2679
BMW,5,58.0420,0.0086,0.0763,58.0420
BMW,9,38.7887,0.0176,0.0510,38.7887
BMW,10,36.0437,0.0084,0.0474,36.0437
BOE,0,805.9740,0.0203,0.6955,805.9740
BOE,1,685.7307,0.0187,0.5917,685.7307
BOE,4,238.4254,0.0257,0.2057,238.4254
BOE,6,221.2478,0.0195,0.1909,221.2478
BOE,7,210.0236,0.0184,0.1812,210.0236
BOE,5,173.4267,0.0258,0.1497,173.4267
BOE,3,152.5373,0.0113,0.1316,152.5373
BOE,2,118.8967,0.0124,0.1026,118.8967
BOE,8,52.9177,0.0132,0.0457,52.9177
BOE,10,49.2134,0.0114,0.0425,49.2134
BOE,9,21.9559,0.0100,0.0189,21.9559
BYD,0,296.8293,0.0075,0.7020,296.8293
BYD,1,250.1062,0.0068,0.5915,250.1062
BYD,6,101.6915,0.0090,0.2405,101.6915
BYD,3,68.7105,0.0051,0.1625,68.7105
BYD,4,57.0297,0.0061,0.1349,57.0297
BYD,7,54.7586,0.0048,0.1295,54.7586
BYD,2,52.6848,0.0055,0.1246,52.6848
BYD,5,49.6504,0.0074,0.1174,49.6504
BYD,10,27.0327,0.0063,0.0639,27.0327
BYD,8,25.4005,0.0063,0.0601,25.4005
BYD,9,13.9054,0.0063,0.0329,13.9054
Bosch,0,11.6808,0.0003,0.6795,11.6808
Bosch,1,10.3066,0.0003,0.5995,10.3066
Bosch,3,3.4355,0.0003,0.1998,3.4355
Bosch,6,3.4355,0.0003,0.1998,3.4355
Bosch,8,2.8223,0.0007,0.1642,2.8223
Bosch,4,2.7484,0.0003,0.1599,2.7484
Bosch,9,2.1956,0.0010,0.1277,2.1956
Bosch,2,2.1359,0.0002,0.1242,2.1359
Bosch,5,1.3986,0.0002,0.0814,1.3986
Bosch,7,1.3863,0.0001,0.0806,1.3863
Bosch,10,0.6931,0.0002,0.0403,0.6931
CSOT,0,258.3514,0.0065,0.6574,258.3514
CSOT,1,253.5417,0.0069,0.6451,253.5417
CSOT,4,75.5815,0.0081,0.1923,75.5815
CSOT,7,71.3942,0.0062,0.1817,71.3942
CSOT,5,69.9301,0.0104,0.1779,69.9301
CSOT,6,60.4652,0.0053,0.1539,60.4652
CSOT,3,53.5942,0.0040,0.1364,53.5942
CSOT,2,27.7663,0.0029,0.0707,27.7663
CSOT,8,16.9337,0.0042,0.0431,16.9337
CSOT,10,9.0109,0.0021,0.0229,9.0109
CSOT,9,7.3186,0.0033,0.0186,7.3186
Continental,1,20.6131,0.0006,0.6834,20.6131
Continental,0,18.5518,0.0005,0.6151,18.5518
Continental,6,8.2453,0.0007,0.2734,8.2453
Continental,4,4.8097,0.0005,0.1595,4.8097
Continental,2,4.2717,0.0004,0.1416,4.2717
Continental,7,3.4657,0.0003,0.1149,3.4657
Continental,3,2.7484,0.0002,0.0911,2.7484
Continental,9,2.1956,0.0010,0.0728,2.1956
Continental,8,2.1167,0.0005,0.0702,2.1167
Continental,10,1.3863,0.0003,0.0460,1.3863
Continental,5,0.6993,0.0001,0.0232,0.6993
Corning,0,7.5582,0.0002,0.7076,7.5582
Corning,1,5.4968,0.0001,0.5146,5.4968
Corning,3,4.1226,0.0003,0.3859,4.1226
Corning,4,2.0613,0.0002,0.1930,2.0613
Corning,9,1.4637,0.0007,0.1370,1.4637
Corning,10,1.3863,0.0003,0.1298,1.3863
Corning,8,0.7056,0.0002,0.0661,0.7056
Corning,7,0.6931,0.0001,0.0649,0.6931
Corning,6,0.6871,0.0001,0.0643,0.6871
Dell,0,399.2079,0.0101,0.6829,399.2079
Dell,1,294.0809,0.0080,0.5030,294.0809
Dell,3,252.1675,0.0187,0.4314,252.1675
Dell,10,106.0515,0.0246,0.1814,106.0515
Dell,6,93.4463,0.0082,0.1598,93.4463
Dell,2,68.3478,0.0071,0.1169,68.3478
Dell,4,52.9071,0.0057,0.0905,52.9071
Dell,5,41.2588,0.0061,0.0706,41.2588
Dell,7,40.8957,0.0036,0.0700,40.8957
Dell,8,28.2228,0.0070,0.0483,28.2228
Dell,9,26.3470,0.0120,0.0451,26.3470
ETRI,0,180.7086,0.0046,0.7309,180.7086
ETRI,1,145.6662,0.0040,0.5892,145.6662
ETRI,6,63.9008,0.0056,0.2585,63.9008
ETRI,3,31.6068,0.0023,0.1278,31.6068
ETRI,7,26.3396,0.0023,0.1065,26.3396
ETRI,5,19.5804,0.0029,0.0792,19.5804
ETRI,10,19.4081,0.0045,0.0785,19.4081
ETRI,2,17.7989,0.0019,0.0720,17.7989
ETRI,4,15.8034,0.0017,0.0639,15.8034
ETRI,8,10.5835,0.0026,0.0428,10.5835
ETRI,9,5.8549,0.0027,0.0237,5.8549
HP,0,436.3116,0.0110,0.6030,436.3116
HP,1,337.3685,0.0092,0.4663,337.3685
HP,3,316.0682,0.0234,0.4369,316.0682
HP,2,247.0489,0.0257,0.3415,247.0489
HP,4,171.0891,0.0184,0.2365,171.0891
HP,6,101.0044,0.0089,0.1396,101.0044
HP,10,85.2571,0.0198,0.1178,85.2571
HP,7,63.7695,0.0056,0.0881,63.7695
HP,8,57.1511,0.0143,0.0790,57.1511
HP,5,53.1469,0.0079,0.0735,53.1469
HP,9,38.0568,0.0173,0.0526,38.0568
Harman,0,120.2434,0.0030,0.7186,120.2434
Harman,1,102.3786,0.0028,0.6118,102.3786
Harman,7,39.5094,0.0035,0.2361,39.5094
Harman,6,26.7971,0.0024,0.1601,26.7971
Harman,3,15.8034,0.0012,0.0944,15.8034
Harman,4,14.4292,0.0016,0.0862,14.4292
Harman,8,12.7003,0.0032,0.0759,12.7003
Harman,2,12.1033,0.0013,0.0723,12.1033
Harman,5,3.4965,0.0005,0.0209,3.4965
Harman,9,1.4637,0.0007,0.0087,1.4637
Harman,10,0.6931,0.0002,0.0041,0.6931
Innolux,0,107.8755,0.0027,0.7077,107.8755
Innolux,1,89.3236,0.0024,0.5860,89.3236
Innolux,6,40.5392,0.0036,0.2659,40.5392
Innolux,7,27.0327,0.0024,0.1773,27.0327
Innolux,3,19.2389,0.0014,0.1262,19.2389
Innolux,2,17.7989,0.0019,0.1168,17.7989
Innolux,4,16.4905,0.0018,0.1082,16.4905
Innolux,10,10.3972,0.0024,0.0682,10.3972
Innolux,8,9.8780,0.0025,0.0648,9.8780
Innolux,5,8.3916,0.0012,0.0550,8.3916
Innolux,9,3.6593,0.0017,0.0240,3.6593
JDI,0,102.3786,0.0026,0.6605,102.3786
JDI,1,98.2560,0.0027,0.6339,98.2560
JDI,4,37.7908,0.0041,0.2438,37.7908
JDI,3,32.2939,0.0024,0.2084,32.2939
JDI,7,26.3396,0.0023,0.1699,26.3396
JDI,6,19.9260,0.0018,0.1286,19.9260
JDI,5,13.9860,0.0021,0.0902,13.9860
JDI,8,8.4668,0.0021,0.0546,8.4668
JDI,2,6.4076,0.0007,0.0413,6.4076
JDI,10,4.1589,0.0010,0.0268,4.1589
JDI,9,0.7319,0.0003,0.0047,0.7319
KAIST,0,368.2882,0.0093,0.7430,368.2882
KAIST,1,285.8356,0.0078,0.5766,285.8356
KAIST,6,83.8268,0.0074,0.1691,83.8268
KAIST,2,76.8913,0.0080,0.1551,76.8913
KAIST,3,68.7105,0.0051,0.1386,68.7105
KAIST,7,60.3038,0.0053,0.1217,60.3038
