term,cur,prev,diff,ma7,z_like,total
삼성전자,30,2,28,15.0,3.078,379
화웨이,4,0,4,0.857,1.632,7
갤럭시,27,3,24,20.714,1.132,213
샤오미,7,18,-11,3.857,1.06,31
에릭슨,2,0,2,0.571,0.814,4
퀄컴,3,0,3,1.286,0.803,17
모바일,4,0,4,2.286,0.682,37
노키아,1,0,1,0.143,0.622,1
올레드,1,0,1,0.429,0.345,6
한미반도체,2,3,-1,1.286,0.335,30
카카오,1,0,1,0.571,0.244,45
삼성디스플레이,1,0,1,0.714,0.155,46
아이폰,2,1,1,1.857,0.06,56
lcd,1,0,1,1.0,0.0,62
sk하이닉스,1,1,0,1.0,0.0,50
맥북,1,1,0,1.0,0.0,26
폴더블,1,1,0,1.143,-0.069,50
애플,5,4,1,5.571,-0.17,168
벤츠,1,0,1,1.571,-0.254,20
파나소닉,1,0,1,1.714,-0.309,12
lg전자,7,9,-2,8.429,-0.366,225
xr,2,1,1,3.0,-0.366,74
디스플레이,9,4,5,11.143,-0.494,261
스마트폰,3,9,-6,4.857,-0.58,80
선익시스템,1,0,1,3.286,-0.813,52
노트북,2,3,-1,5.0,-0.927,100
lg디스플레이,2,0,2,6.0,-1.16,119
엔비디아,1,1,0,8.571,-1.928,106
tv,2,4,-2,10.714,-2.039,291
oled,2,3,-1,16.0,-2.8,281
